"","X","klasifikasi","x"
"1002",964,"Positif","indonesia gilir malaysia izin vaksin sinovac remaja baca lengkap"
"1003",297,"Netral","presiden jajar pemerintahan public figure nakes mostly vaksin sinovac and it helps so bilang"
"1004",711,"Netral","vaksin dosis sinovac kouta dimnaa"
"1005",582,"Negatif","halo sahabat rumah sakit baptis batu jadwal pesea vaksin c sinovac tunda ayan"
"1006",496,"Netral","vaksinasi merdeka rentak pesantren rumah ibadah laksana ber"
"1007",566,"Negatif","sopo sing butuh informasi vaksin dosis sinovac ndes balas dm"
"1008",1049,"Netral","rapopo vaksin sinovac timbang astrazeneca daihatsu opo moderna modarne"
"1009",37,"Netral","reuni duo alumni waawan senior tempo dahlan iskan vaksin sinovac mall full youtube"
"1010",461,"Negatif","pakai sinovac sinovac nnti booster nder kali suntik efektinya sdgkan pfiz"
"1011",848,"Positif","jenis vaksin sinovac buka usia sintas covid"
"1012",1410,"Netral","halo depok citayem raya informasi vaksin sinovac banget citayam center lgsg cus k"
"1013",383,"Positif","tetiba announce offline conce pastuuu intl gemar join kecuali vaksin sinovac je join k"
"1014",6,"Positif","jog informasi vaksin sinovac kalauboleh lengkap mesti bawa lokasi vaksin a"
"1015",754,"Positif","cerita igsnya vaksin sinovac tidak diakuin france anggap belum vaksin tr"
"1016",11,"Negatif","pasca vaksin sinovac dosis bulan kontak terkonfirm"
"1017",89,"Netral","kalauvaksin astrazeneca jeda vaksin banget ade sinovac skrng udah vaksin duluan belum"
"1018",1033,"Netral","akuu vaksin pfizerbiontech kalautidak pakai sinovac gapapa banget inti j"
"1019",363,"Positif","babinsa koramil margorejo u masgito bripka yusup catur gunawan laksana damping vaksinasi jenis"
"1020",1167,"Netral","jog informasi vaksin dosis sinovac dosis d jogja jadwal dosis nya besok"
"1021",939,"Netral","rapopo vaksin sinovac timbang astrazeneca daihatsu opo moderna modarne d"
"1022",10,"Positif","informasi vaksin sinovac luar ktp bandung kalauada jadwal vaksin besok gas terima kasih"
"1023",898,"Positif","selamat maaf seifikat vaksin dosis tidak app peduli lin"
"1024",1402,"Positif","solusi nya app halodoc sih daftar vaksin sinovac astrazeneca pfize"
"1025",392,"Positif","beempat panti sosial asuh anak psaa putra utama warga bina panti sosial bina remaja psbr terminal"
"1026",214,"Netral","vaksin astrazeneca sinovac"
"1027",1273,"Positif","kak maaf orang taiwan vaksin sinovac tidak"
"1028",549,"Netral","nyesel vaksin pakai sinovac tidak ln wow"
"1029",365,"Positif","vaksinasi presisi lokasi desa batulayar barat desa lembah sari des"
"1030",1467,"Netral","vaksin dosis ama sinovac done"
"1031",1029,"Negatif","informasi vaksin covid bogor sinovac dosis puskesmas purwasari kuota"
"1032",16,"Netral","vaksin sinovac mana"
"1033",140,"Positif","informasi wajib baca giat vaksinasi masyarakat berlaku warga"
"1034",1398,"Positif","moga cepat capai herd immunity"
"1035",593,"Negatif","tim riset indonesia efikasi vaksin covid sinovac turun persen beri booste"
"1036",1062,"Netral","gin gin udah vaksin jenis sinovac bawah"
"1037",21,"Netral","mas dapat sinovac kmren murid vaksin dapat pei mdern kipi nya"
"1038",999,"Negatif","euy na kalauvaksin bagus sinovac pfizer"
"1039",701,"Negatif","komando distrik militer slm bekerjasama dinkes kabupaten sleman ugm aparat kait stakeholder mela"
"1040",783,"Negatif","daftar vaksin sinovac klinik polresta bandung silah klik link bawah"
"1041",167,"Positif","wkwk ajg twit ngomong nyari thread vaksin akun buzzer anti vacc block ngetwit doang wow"
"1042",1394,"Negatif","efek vaksin sinovac tidak enak badan ku sakit pegal mual"
"1043",233,"Negatif","rasah kakean cangkem asline ki ultramen bar vaksin sinovac kuat ilang"
"1044",594,"Netral","aikel kubaca sinovac kondisi emergency b"
"1045",1084,"Netral","vaksin pakai sinovac"
"1046",558,"Positif","polsek kedungwaringin pkm kedungwaringin gelar vaksinasi tahap vaksin jenis sinovac halaman mako"
"1047",1380,"Negatif","mjb kalausinovac enteng sih tang pegal vaksin astraz"
"1048",1340,"Negatif","kota surabaya vaksinasi gelar lapang thor kompleks gelora pancasila target dosis va"
"1049",241,"Netral","sinovac vaksin belum"
"1050",250,"Netral","vaksin sinovac"
"1051",843,"Negatif","informasi vaksin covid massal bogor puskesmas cinagara pakai pfizer sinovac"
"1052",799,"Positif","pemerintah stok vaksin covid produsen vaksin beli pemerintah terminal"
"1053",391,"Netral","butuh vaksin dosis astrazeneca sinovac langsung"
"1054",788,"Netral","ayo vaksin moderna dosis astrazeneca dosis sinovac dosis biddokkes polda kepri"
"1055",437,"Netral","oalah kalah orang desa kayak alhamdulillah kali vaksin sinovac tidak efek biasa"
"1056",1217,"Positif","bgr vaksinasi grastis warga bogor daftar online langsung dosis"
"1057",588,"Netral","putus australia aku vaksin sinovac angin segar wisatawan internasional asal asia te"
"1058",113,"Netral","hello nd dose adik ubah bacc kakak ampang ada bacc khas vaksin"
"1059",925,"Netral","produk sinovac jenis vaksin covid lulus raja malaysia guna tidak"
"1060",373,"Netral","pimpin ipda edward daniel m kanit reskrim polsek kedungwaringin pkm karangsambung aparat desa"
"1061",927,"Negatif","temenn asma vaksin sinovac"
"1062",947,"Negatif","ki asline iron man bar vaksin sinovac kuat ilang makane dadi rapuh kek ngeneki"
"1063",1063,"Positif","vaksin sinovac ngantuk tidak ilang"
"1064",864,"Negatif","rasah kakean omong ki asline ultramen bar vaksin sinovac kuat ilang"
"1065",868,"Negatif","vaksin sinovac sok tas lu"
"1066",1134,"Negatif","hallo vaksin dosis sinovac vaksin ulang guna"
"1067",1354,"Negatif","china sumbang juta dosis vaksin covid coronavac sinovac tambah malaysia dasar pers"
"1068",731,"Negatif","habis covid udah vaksin lt baik udah sinovac modern"
"1069",870,"Positif","vaksin sinovac alhamdulillah tidak sih nder pegal bagi suntik bentar tidak smpe hari hehe"
"1070",789,"Positif","ayo vaksin sd selesai aula camat guntur kabupa"
"1071",275,"Netral","hallo sahabat humas ayo vaksin sinovac dosis dosis aztrazeneca dosis moderna dosis mako"
"1072",580,"Negatif","cek peduli lindung pke vaksin sinovac astrazeneca sinopharm"
"1073",1304,"Netral","sd islamic center brebes vaksinasi"
"1074",1321,"Positif","vaksin sembuh bangsa validasi sinovac who bukti vaksin aman ruji mutu"
"1075",1405,"Negatif","serbu vaksin covid tni wilayah karamil pucakwangi jenis sinovac dosis puskesmas pucakwangi i"
"1076",353,"Netral","vaksin astrazeneca sinovac dosis langsung tancap gas preston yaaaa"
"1077",768,"Netral","vaksin atuh om jack kalaugini dapet sinovac massal a"
"1078",625,"Positif","habis vaksin sinovac ama efek ngantuk vaksin laper en gado kebab es soda gembira es goder"
"1079",378,"Netral","unit binmas pimpin panit binnas aiptu parjiati babhinkamtibmas gayamharjo prambanan sleman laksana pe"
"1080",957,"Netral","jika"
"1081",1385,"Negatif","relevan video tambah pfizer moderna jabat percaya sinovac"
"1082",657,"Negatif","sinovac kayak tetangga vaksin bhayangkara tidak acara"
"1083",653,"Positif","pearuhan jenius tim diplomasi longterm baik"
"1084",411,"Positif","benar soalny vaksin sinovac kah"
"1085",670,"Negatif","tteh pakai vaksin astrazeneca tidak gejala kek pegal tang abis suntik sam"
"1086",504,"Positif","yakin ckp kali"
"1087",1377,"Netral","them boys still debating whether get asta sinovac pfizer kecuali medis tidak rekomendasi"
"1088",1400,"Netral","serbu vaksin covid tni wilayah koramil cluwak jenis vaksin sinovac dosis orang wa"
"1089",1100,"Netral","asli d"
"1090",1260,"Positif","vaksin kelulus syarat lepas guna cominay keluar pfizerbiontech"
"1091",1349,"Negatif","aljazair resmi lini produksi vaksin covid sinovac"
"1092",1028,"Positif","tidak salah bpom banget belum tuju guna vaksin sinov"
"1093",1342,"Netral","daftar vaksin sinovac klinik polresta bandung jlbhayangkara soreang"
"1094",1057,"Positif","vaksin sinovac vaksin moderna kalaua"
"1095",688,"Positif","ngomong ngomong pikir pikir syukur indonesia vaksin utama dosis banyak sinovac cerita temen s"
"1096",239,"Positif","mohon maaf orang orang vaksin pas sinovac lu vaksin biar ma"
"1097",1102,"Netral","asl"
"1098",202,"Negatif","halo sahabat rumah sakit baptis batu jadwal pesea vaksin c sinovac tunda ayan dosis"
"1099",324,"Positif","vaksin sinovac oke lemesin lengan bismillah kak nakes suntik vaksin lengan"
"1100",173,"Positif","alhamdulillah vaksin dosis ama desa sebelah sinovac suami adik ipar sbg apara"
"1101",1079,"Positif","akuu asma ambil sinovac jujur vaksin ama vaksin dada kaya b"
"1102",967,"Negatif","asli pabrik vaksin kadaluarsa ijin darurat bpom d"
"1103",1018,"Negatif","kipi vaksin pfizer tidak kalah moderna gila apaa sinovac kayanyaa air tubuh w saking gabereaksinya"
"1104",512,"Positif","sumpah vaksin moderna dapetnya mana siiiiih jwb tolong tidak vaksin sinovac m"
"1105",637,"Positif","vaksin skuyy"
"1106",986,"Netral","vaksin sinovac"
"1107",225,"Positif","halo vaksin sinovac dosis udah tidak terima kasih"
"1108",1471,"Negatif","kalauke eropa tau ku tidak terima vaksin sinovac sana vaksin ulang iya mimpi"
"1109",775,"Netral","daftar vaksin sinovac klinik polresta bandung jlbhayangkara soreang sil"
"1110",1166,"Negatif","remaja usia benar ambil vaksin jenis sinovac lepas kelulus kkm"
"1111",1148,"Netral","vaksin sinovac wkwkwkwkk dapet sisa kuota dosis kampus barusan banget"
"1112",101,"Negatif","hah vaksin bukan sinovac remaja sinovac"
"1113",1243,"Negatif","guna vaksin sinovac golong remaja umur benar kp kesihatan"
"1114",519,"Netral","masyarakat desa dawuhan serbu vaksin sinovac"
"1115",20,"Positif","asal puskesmas nas sehat kota ambon tim tni jenis vaksin sinovac astr"
"1116",60,"Positif","gerai vaksin camat pondok gede lokasi vaksinasi balai warga sigma rw lurah jatimakmur giat vaksin p"
"1117",193,"Netral","cirebon informasi vaksin kota cirebon giat laksana abuh cirebon te"
"1118",531,"Positif","serka budi suwao babinsa krebet laksana giat komsos pemantauan vaksin dosis pesea jenis vak"
"1119",349,"Netral","orang ikut vaksin pfizer tahap orang ikut vaksin sinovac tahap ama gedung s"
"1120",713,"Netral","informasi vaksin sinovac pfizer bogor masyarakat catat lokasi"
"1121",529,"Netral","vaksin sinovac dosis ngantukan gin emang capek sih"
"1122",634,"Positif","suka pilihpilih vaksin hayo ngaku awalawal en nungguin vaksin a"
"1123",69,"Netral","serda kokok juang nadili babinsa desa poleng laksana giat damping serbu vaksin covid dosis l tah"
"1124",52,"Positif","vaksin sinovac vaksin indonesia simak manfaat vaksin lawan palsu vaksin"
"1125",293,"Negatif","vaksin nya sinovac kak hah"
"1126",763,"Negatif","tambahin sebab demo thailand udah vaksin"
"1127",332,"Negatif","yup prancis belum aku vaksin sinovac"
"1128",879,"Negatif","rasah kakean cangkem ki asline untramentp bar vaksin sinovac wingenane kuat ilang"
"1129",611,"Netral","vaksin covid sinovac gratis sentul catat syarat tanggal"
"1130",1476,"Netral","catat jadwal suntik vaksin sinovac pfizer dosis stadion pakansari bogor"
"1131",511,"Positif","layan vaksinasi dosis sinovac vaksin ama berlaku masyarakat ktp"
"1132",1073,"Netral","jenis vaksin sinovac"
"1133",887,"Netral","sekedar butuh seifikat pakai sinovac tidak percaya vaksin ribet"
"1134",1325,"Negatif","oyi vaksin sinovac dosis udah tiket pedulilindungi balas khusus dom mlg"
"1135",849,"Positif","informasi vaksin massal pfizer sinovac bogor sedia kuota"
"1136",779,"Netral","daftar vaksin sinovac klinik polresta bandung jlbhayangkara soreang"
"1137",1223,"Netral","kkm lulus guna vaksin keluar sinovac remaja berita hari"
"1138",1111,"Positif","dosis vaksin sinovac laksana vaksin covid pmi kabupaten sragen rab"
"1139",1303,"Positif","akibat amuk wargaterjadi rusak posko gerai vaksin vial vaksin dosis vial va"
"1140",845,"Netral","buka jangka"
"1141",1281,"Positif","sila daftar link sedia kuota formulir otomatis teutup"
"1142",938,"Netral","babinsa koramil kms serda baiwa bakri laksana giat damping pengaw"
"1143",405,"Negatif","informasi vaksin malang ooo kak astrazeneca sinovac dosis informasi vaksin rumah clueless"
"1144",671,"Positif","vaksin tahap sinovac alhamdulillah sehat sehat"
"1145",1481,"Positif","jog informasi vaksin sinovac vaksin nya y cek igtwt nya infovaksindiy belum update"
"1146",141,"Negatif","komando distrik militer sleman bekerjasama aparat kait stakeholder laksana serbu"
"1147",1126,"Positif","vaksin nder sinovac iya laper ngantuk"
"1148",361,"Netral","jenis vaksin sinovac astrazeneca moderna"
"1149",491,"Netral","besok vaksin ktp kabupaten bandung stadion jalak harupat gaiss dosis pakai sinovac"
"1150",524,"Netral","ketua arah kesihatan tan sri noor hisham abdullah umum bahawa kuasa ubatubatan dc"
"1151",886,"Netral","nyata akhbar menteri kesihatan kuasa kawal dadah bermesyuarat m"
"1152",565,"Netral","oxford astrazeneca pfizer biontech moderna janssen kayak sinovac mesti udah vaksin booster dul"
"1153",420,"Positif","ayo vaksin informasi vaksin banjarmasin jadwal dosis sinovac ktp informasi"
"1154",720,"Negatif","pesawat positif loh mas"
"1155",901,"Netral","jangan vc sakit hahahahahahaha ngetawain gegayaan vaksin mode"
"1156",897,"Netral","sinovac ngomong ngomong kalauabis vaksin antigen hasil reaktif tidak sih"
"1157",1474,"Netral","karanganyar u purwanto babinsa desa karangmojo koramil tasikmadu laksana peng"
"1158",1442,"Positif","hallo kuys belum vaksin lho vaksin rumah sakit uns dosis"
"1159",428,"Negatif","cek fakta edar kabar indonesia tipu china pakai vaksin sinovac simak fakta"
"1160",1472,"Negatif","vaksin sinovac pfizer astrazeneca kesan cegah urang sakit mati kal"
"1161",1440,"Netral","iya msh timbang autoimun tahun tidak flare up konsul pupu dokter"
"1162",1326,"Netral","lur fess informasi vaksin sinovac dosis solo"
"1163",1152,"Positif","informasi vaksin banjarmasin informasi puskesmas kapur raya banjarmasin besok vaksin sinovac l"
"1164",608,"Positif","vaksin sinovac tidak efek abis vaksin lari siklus haid mundur banget kirain positif"
"1165",342,"Netral","efektif sinovac guru guru jakaa va"
"1166",178,"Positif","situbondo antusias masyarakat situbondo serbu vaksinasi covid dosis jenis vaksin sinovac"
"1167",1016,"Netral","informasi vaksin sinovac dosis puskesmas tenjo anak usia"
"1168",1019,"Netral","informasi vaksin pfizer sinovac bogor sasar masyarakat usia"
"1169",316,"Netral","buka layan vaksin jenis sinovac halaman mako polsek kedungwaringin pkm kedungwaringin relawan va"
"1170",1408,"Netral","damping giat danramil babinsa koramil kayen beempat puskesmas kayen kabupaten pati"
"1171",1421,"Positif","yampun abis vaksin lgsg rebah hari makan dahal sinovac dahal tidak efek sugesti"
"1172",480,"Negatif","sesal pas ditawarin ibu pkm boster po mbak tidak papa nek in"
"1173",562,"Positif","ipda wasirin bhabinkamtibmas anggota laksana aman giat vaksinasi tahap vaksin jenis"
"1174",1483,"Netral","serbu vaksin kalurahan srimaani kapanewon piyungan kuota dosis sinovac syarat warga srimaani usia"
"1175",1020,"Netral","informasi vaksin dosis sinovac daerah sukamulya kabupaten tangerang bestie kalaubisa tidak mandang domisili s"
"1176",631,"Netral","vaksin sinovac"
"1177",474,"Negatif","bukan tu mentioned ramai mati sbb vaksin sinovac tk mati lak brap"
"1178",1357,"Negatif","vaksin sinovac ngerasain pegal"
"1179",944,"Netral","vaksin sinovac lengenku kemeng mendae kenek astrazeneca"
"1180",871,"Netral","wajar vaksin ngomong ngomong sinovac"
"1181",1272,"Positif","ayo hadir gerai vaksin tni polri laksana w"
"1182",116,"Negatif","sinovac sinopharm inactivated whole virus ukur lab srbd"
"1183",1350,"Netral","kapolsek bulu akp banuari pantau cepat vaksin sinovac dosis i i sasar lansia a masyarakat"
"1184",697,"Negatif","informasi vaksin dosis sinovac malang kota terimakasih"
"1185",110,"Positif","nder oot adek vaksin sinovac covid udah vaksin k"
"1186",1159,"Positif","informasi vaksin banjarmasin informasi puskesmas kapur raya banjarmasin besok vaksin sinovac bi"
"1187",602,"Positif","yes yes kalangan tengah bawah rewel urus takut baik prevent than never k"
