"","klasifikasi","x"
"1281","Positif","sila daftar link sedia kuota formulir otomatis teutup"
"1187","Netral","eitss vaksin sinovac langka"
"1100","Netral","asli d"
"1208","Negatif","vaksin dosis done dosis sinovac dosis covid alami dosis moderna iship im comingggg"
"980","Netral","temenku asma flek paru vaksin sinovac aman smpe badan seger"
"842","Netral","malaysia lapor kelulus syarat vaksin covid keluar biotech ltd china guna"
"726","Positif","alhamdulillah kali vaksin sinovac tidak efek sih kalaumodernaastrazeneca kayak lumaya"
"1271","Positif","butuh booster a suntik vaksin coba kelinci kitakita"
"957","Netral","jika"
"640","Netral","tidak vaksin sinovac ama daerah jakbar mana bapak nyari astrazeneca pfizer bapa"
"871","Netral","wajar vaksin ngomong ngomong sinovac"
"776","Netral","daftar vaksin sinovac klinik polresta bandung jlbhayangkara soreang silah"
"196","Positif","belum vaksin rek vaksin dosis vaksin dosis sinovac umur atas"
"429","Netral","kerja vaksin sinovac"
"746","Positif","barubaru malaysia ungkap hasil teliti efektivitas vaksin sinovac pfizer astrazeneca h"
"227","Netral","halo kota udah tidak nyediain vaksin sinovac udah daftar by web vaksinasitangera"
"1181","Netral","daftar vaksin sinovac klinik polresta bandung jlbhayangkara soreang silahka"
"1254","Positif","vaksin kelulus syarat lepas guna cominay keluar pfizerbiontech"
"1292","Positif","usia kena covid alhamdulillah pulih"
"947","Negatif","ki asline iron man bar vaksin sinovac kuat ilang makane dadi rapuh kek ngeneki"
"922","Netral","vaksin sinovac unmul syarat jadwal cp cek foto link"
"631","Netral","vaksin sinovac"
"873","Netral","geo suruh pakai vaksin sinovac"
"561","Positif","vaksin sinovac kanakkanak remaja selamat juta dosis rakya"
"809","Positif","rengiat laksana vaksinasi wilayah camat tanggungharjo oktoberber"
"623","Netral","total kuota vaksin siap titik vaksin jenis sinovac arismawati wakil"
"202","Negatif","halo sahabat rumah sakit baptis batu jadwal pesea vaksin c sinovac tunda ayan dosis"
"612","Positif","ohhh lokasi nya belum coba deh na terkahir vaksin"
"857","Negatif","sempet cek antibodi kuantitatif covid"
"477","Negatif","vaksin sekolah sinovac efek samping nya tidak sakit"
"1123","Negatif","deket rumah gapapa nder kalaukm sinovac vaksin kalauvariannya gapapa"
"302","Netral","hahahahsha malass hasut mak vaksin elok pilih sinovac je nak"
"608","Positif","vaksin sinovac tidak efek abis vaksin lari siklus haid mundur banget kirain positif"
"641","Netral","efek vaksin sinovac ancen ngantukluwe an a iki"
"1122","Positif","vaksinasi psi kota depok solidaritas vaksin psi kota depok vaksin sinovac dosis syarat warga indonesia"
"137","Positif","laksana vaksinasi kodim pati jenis vaksin sinovac puskesmas tambakromo sasar vaksin i"
"680","Netral","jenis vaksin indonesia sinovac astrazeneca zeneca moderna pfizer"
"422","Positif","selamat pakbu bea polsek mergangsannkecamatan mergangsann adakan vaksinasi"
"204","Netral","pas vaksin mba kemeng sinovac biru"
"1274","Positif","siswa smk islam jumo vaksin dosis babinsa koramil kedungjati u sugiyanto bhabinkamtibmas monitor"
"438","Negatif","haha iyaa its okey kayak sinovac teknis kak baiklahh huhu"
"531","Positif","serka budi suwao babinsa krebet laksana giat komsos pemantauan vaksin dosis pesea jenis vak"
"615","Negatif","pfizer cominay sinovac coronavac ikut media kanada tidak nama v"
"1201","Positif","belum vaksin dosis dosis lewat dosis sinovac astrazeneca zeneca t"
"401","Negatif","iya full ikut anjuran pemerintah sinovac kak nami respon tubuh ku nyeri"
"901","Netral","jangan vc sakit hahahahahahaha ngetawain gegayaan vaksin mode"
"669","Netral","vaksin bagi sinovac suami astrazeneca zenneca tante ku manula pfizer adek pupu"
"527","Positif","gerai vaksin sinovac warga masyarakat lurah ciketing udik camat bantargebang kota bekas"
"236","Netral","jangan ngaku kuat yen vaksin mu iseh sinovac"
"1044","Positif","pemerintah arab saudi aku guna vaksin sinovac jamaah umroh indonesia"
"98","Netral","cak ayo vaksin sinovac dosis ndek gressmall ikut vaksin ama sinovac ta a"
"502","Netral","serius pakai astramoderna efek kaya en vaksin dapetnya sinovac tidak efek samping apa"
"82","Netral","vaksin sinovac daftar orang registrasi orang vaksin"
"68","Netral","iya sinovac nder langsung dehhhh ajaa tempat vaksin ama"
"395","Positif","kapolsek jatibarang forkopimcam monitoring laksana vaksinasi dosis i mts assysyafiiyah"
"1429","Negatif","negara mula keluar vaksin covid bangun sinovac"
"635","Positif","tidak eropa vaksin sinovac gimana kak vaksin yakali"
"701","Negatif","komando distrik militer slm bekerjasama dinkes kabupaten sleman ugm aparat kait stakeholder mela"
"1472","Negatif","vaksin sinovac pfizer astrazeneca kesan cegah urang sakit mati kal"
"954","Negatif","kumpul rumah bibi eh nyombongin vaksin sinovac moderna pfizer celetuk"
"958","Netral","asli pabrik vaksin kadaluarsa ijin darurat bpom data stabilitas hany"
"428","Negatif","cek fakta edar kabar indonesia tipu china pakai vaksin sinovac simak fakta"
"1168","Netral","lokasi vaksin covid sinovac gratis solo"
"824","Netral","vaksin plasebo heboh berita uap"
"993","Positif","punten na vaksin ama vaksin beda kalausemisal vaksin ama sinovac tru"
"555","Positif","pharmaniaga had jamin bapa bahawa vaksin covid sinovac kanakkanak remaja"
"1285","Negatif","titik lokasi laksana vaksin covid bogor puskesmas pasar rebo pakai sinovac pfizer"
"1389","Netral","beda vaksin sinovac astrazeneca informasi masyarakat daftar vaksin"
"1009","Netral","lur informasi vaksin dosis kah isi sinovac makasih"
"1132","Negatif","sing vaksin e sinovac ra sok keraskyo ngene loh astreav"
"1116","Negatif","vaksin varian sinovac ngerasa"
"360","Netral","pkl sd babinsa desa tempursari serka maryadi laksana pen"
"203","Netral","vaksin astrazeneca sinovac dosis langsung tancap gas preston yaaaa"
"1230","Netral","ayo vaksin moderna dosis astrazeneca dosis sinovac dosis biddokkes polda kepri kepri"
"4","Positif","informasi vaksin gratis kota palangkaraya kalimantan sinovac kurio"
"1408","Netral","damping giat danramil babinsa koramil kayen beempat puskesmas kayen kabupaten pati"
"106","Netral","vaksinasi covid dosis laksana keluarga gawai lingkung sekretariat jenderal kpu"
"923","Negatif","rasah kokean ngece asline ki kuat bar vaksin sinovac kuat ilang"
"1483","Netral","serbu vaksin kalurahan srimaani kapanewon piyungan kuota dosis sinovac syarat warga srimaani usia"
"307","Positif","selamat admin mohon informasi lapor kipi vaksin sinovac kontak"
"1016","Netral","informasi vaksin sinovac dosis puskesmas tenjo anak usia"
"139","Positif","pesea dosis lebih terima dosis sinovaccoronavac maksimal sep"
"1048","Negatif","ku demam vaksin dosis ama kalauaku pakai sinovac tidak efek pas dosis ama"
"366","Negatif","isteri covid lepas terima dosis sinovac bulan b"
"1272","Positif","ayo hadir gerai vaksin tni polri laksana w"
"625","Positif","habis vaksin sinovac ama efek ngantuk vaksin laper en gado kebab es soda gembira es goder"
"1085","Positif","jog informasi vaksin dosis bebas tidak domisili tidak masalahin vaksin mana sinovac"
"1253","Netral","jenis vaksin sinovac sinopharm"
"1215","Positif","pbkd sar guna vaksin coronavac kalangan remaja usia d"
"1413","Negatif","informasi vaksin dosis sinovac area malang sidoarjo pasuruan surabaya"
"1081","Positif","asma vaksin ka asma bbrp sempet kumat kon"
"1402","Positif","solusi nya app halodoc sih daftar vaksin sinovac astrazeneca pfize"
"876","Netral","vaksin covid sinovac buat tiongkok remaja usia lengkap"
"995","Positif","therapeutic goods administration vaksin sinovac astrazeneca masuk daftar vaksin covid aku keput"
"1257","Positif","arab saudi tidak terima suntik vaksin sinovac"
"1419","Netral","kak informasi vaksin sinovac msh bdg mana"
"835","Positif","ayo hadir gerai vaksin tni polri laksana"
"1005","Negatif","informasi vaksin covid bogor sinovac dosis puskesmas ciomas rahayu masyarakat"
"849","Positif","informasi vaksin massal pfizer sinovac bogor sedia kuota"
"447","Netral","informasi link daftar jadwal vaksin dosis jenis pfizer sinovac bogor"
"1140","Netral","personil polsek cimanggis ayan lansia suntik vaksin sinovac"
"863","Netral","siswa smk yapisdah ikut vaksin sinovac danramil csk proses ptm"
"1443","Positif","nemenin adik tiri vaksin nunggu positif kmrnandisini daftar online manual on the"
"205","Negatif","orang astrazeneca ngrasa superior sih tolong be kind people jangan orang sinovac"
"364","Positif","buka daftar vaksinasi rsia asyifa depok jenis vaksin sinovac link daftar"
"103","Negatif","kalauvaksin ama sinovac vaksin sinovac kah"
"698","Positif","vaksin sinovac dosis pulang bawa sembako gratis royal plaza ktp indonesia"
"1252","Positif","kkm sar guna vaksin keluar sinovac remaja utama remaja"
"814","Positif","studi turki vaksin booster pfizer hasil lindung sinovac"
