"klasifikasi","x"
"Positif","kuasa kawal dadah pbkd tuju kelulus syarat guna vaksin coronavac keluar sinovac l"
"Netral","cah informasi vaksin d sinovac"
"Netral","efikasi vaksin sinovac indonesia turun persen persen vaksin booster jenis vaksin c"
"Positif","informasi vaksin banjarmasin informasi puskesmas kapur raya banjarmasin besok vaksin sinovac l"
"Positif","ndes vaksin ama vaksin langsung auditorium unnes sekar jenis v"
"Netral","teknoloji mrna punya kesan samping kuat suai golong komorbiditi sinovac l"
"Positif","tidak perluuuu kalauvaksin bawa ktp vaksin jenis vaksin sinovac"
"Netral","pokok jarak vaksin sinovac astrazeneca"
"Negatif","feeling engkuk masuk kabupaten s iki ng malang"
"Netral","vaksin semarang jenis sinovac"
"Positif","informasi vaksin banjarmasin informasi puskesmas kapur raya banjarmasin besok vaksin sinovac bi"
"Netral","ko seremm vaksin sinovac"
"Positif","australia izin vaksin sinovac covishield syarat masuk a jalan internasional"
"Netral","vaksin sinovac lulus remaja usia via"
"Positif","attention korang yassss its resmi vaksin sinovac kat remaja umur"
"Positif","baik vaksin lengkap negara arab saudi terima vaksin sinovac"
"Negatif","juru bicara vaksinasi covid siti nadia tarmizi tanggap isu turun efikasi vaksin sinovac pasca"
"Negatif","remaja usia benar ambil vaksin jenis sinovac lepas kelulus kkm"
"Netral","jog informasi vaksin dosis sinovac dosis d jogja jadwal dosis nya besok"
"Netral","lokasi vaksin covid sinovac gratis solo"
"Negatif","juru bicara vaksinasi covid siti nadia tarmizi tanggap isu turun efikasi vaksin sinovac p"
"Netral","kkm lulus vaksin sinovac remaja"
"Positif","guna vaksin keluar kalangan usia utama remaja"
"Positif","anak udah tiket vaksin app tidak mana vaksin nya cek nya d"
"Positif","yogyakaa lapas narkotika kelas iia yogyakaa gelar vaksinasi merdeka tahap giat vaksinasi covid"
"Netral","rapopo vaksin sinovac timbang astrazeneca daihatsu opo moderna modarne"
"Netral","kelulus vaksin sinovac golong umur lepas mesyuarat kuasa kawala"
"Negatif","juru bicara vaksinasi covid siti nadia tarmizi tanggap isu turun efikasi vaksin sinovac pasca sun"
"Netral","jangan lupa ambil vaksin adikadik"
"Netral","raja lulus vaksin sinovac remaja"
"Negatif","sinovac dosis ajar smk dukuhturi suntik vaksin covid"
"Netral","kkm lulus guna vaksin coronavac keluar sinovac life sciences co ltd china golong usia terminal"
"Netral","daftar vaksin sinovac klinik polresta bandung jlbhayangkara soreang silahka"
"Netral","copid tidak jrx vaksin sinovac"
"Netral","vaksin pfizer sinovac bagus"
"Positif","ayo hadir gerai vaksin tni polri laksana"
"Positif","kkm bersetuju kelulus syarat guna vaksin coronavac keluar sinovac life scienc"
"Netral","umur tau udah vaksin kali tinggal"
"Netral","eitss vaksin sinovac langka"
"Negatif","remaja usia benar ambil vaksin jenis sinovac lepas kelulus kkm"
"Positif","insya allah aman rey abis vaksin sinovac reakainya ngantuk banget laperan banget"
"Negatif","pbkd sar guna sinovac kalangan remaja usia utama"
"Negatif","pbkd sar guna sinovac kalangan remaja usia"
"Negatif","imunisasi covid guna vaksin coronavac keluar sinovac life sciences co ltd china pharmaniaga life"
"Positif","walah sby kota moga dapet deh yak pas vaksin pakai pfizer"
"Netral","udah tetangga update vaksin sedia puskesmas dekat rumah sinovac"
"Negatif","efikasi vaksin sinovac indonesia turun persen persen vaksin booster jenis v"
"Negatif","wow lepas gomen approved sinovac budak orang booking beli vaksin anak"
"Netral","jangan lupa ambil vaksin adikadik"
"Positif","mesyuarat kuasa kawal dadah kelulus syarat guna vaksin keluar sinovac remaja be"
"Netral","ketua arah kesihatan tan sri noor hisham abdullah perkara dipersetujui mesyuarat kuasa k"
"Positif","ayo buru vaksin belum dosis pfizer dosis vaksin"
"Positif","belum vaksin dosis dosis lewat dosis sinovac astrazeneca zeneca t"
"Netral","kalauchip gin vaksin sih serius na mak kalausinovac kayak tidak deh"
"Negatif","informasi vaksin covid bogor sinovac dosis puskesmas nanggung"
"Netral","ketua arah kesihatan tan sri noor hisham abdullah perkara dipersetujui mesyuarat"
"Netral","sik vaksin sinovac rasah kancani"
"Negatif","menteri kesihatan malaysia kkm lulus guna coronavac keluar sinovac life science"
"Positif","u budiw babinsa koramil kemiri damping suntik vaksin sinovac tenaga sehat"
"Negatif","vaksin dosis done dosis sinovac dosis covid alami dosis moderna iship im comingggg"
"Negatif","update vaksin covid bogor sinovac dosis puskesmas nanggung anak usia"
"Netral","jangan sok keras vaksin nya sinovac vaksin jonivac suntik nya gede kenyal enak l"
"Positif","teman teman tugas wawancara kriteria belum vaksin sinovac"
"Netral","guna vaksin coronavac keluar sinovac life sciences co ltd china pharmaniaga lifesciences sdn bhd ma"
"Positif","ayo hadir gerai vaksin tni polri laksana"
"Netral","raja lulus guna vaksin sinovac remaja malaysianow"
"Positif","pbkd sar guna vaksin coronavac kalangan remaja usia d"
"Positif","bgr vaksinasi grastis warga bogor daftar online langsung dosis khu"
"Positif","bgr vaksinasi grastis warga bogor daftar online langsung dosis"
"Netral","adik adik jangan takut ambil vaksin kena gigit semut je"
"Negatif","guna vaksin sinovac golong remaja umur benar kp kesihatan sumber"
"Positif","maksimal vaksin ama kalausinovac moderna maksimal kalauastrazeneca"
"Positif","situbondo gencar semangat serbu vaksinasi covid dosis kodim situbondo jenis vaksin"
"Positif","iya benar emang efek vaksin sinovac laper"
"Netral","kkm lulus guna vaksin keluar sinovac remaja berita hari"
"Netral","mb docni rame d paksa vaksingmn mb doc bsok jdwal vaksi data sruh ngisi"
"Positif","pfizer vaksin utama program pick remaja vaksin sinovac ditawarkan re"
"Netral","informasi vaksin sinovac pfizer bogor puskesmas ciseeng dosis kuota"
"Positif","vaksin sinovac china indonesia vaksin sinopal"
"Positif","menteri kesihatan malaysia kkm bersetuju kelulus syarat guna vaksin coronavac k"
"Positif","kkm bersetuju kelulus syarat guna vaksin coronavac keluar sinovac life sciences co lt"
"Netral","ayo vaksin moderna dosis astrazeneca dosis sinovac dosis biddokkes polda kepri kepri"
"Netral","kali doo nk t cgu mksud lancau curious pon vaksin sinovac senng skit nk score nnti"
"Netral","vaksin keluar sinovac lulus remaja"
"Netral","kkm lulus vaksin sinovac remaja"
"Negatif","sinovac udah langsung belum seifikat vaksin nya"
"Positif","kini bersetuju kelulus syarat guna vaksin keluar sinovac life scie"
"Negatif","vaksin moderna takut after effectsnya sinovac kali"
"Positif","lulus vaksin remaja"
"Positif","tu janji budak sekolah nak vaksin dghisham cakap remaja"
"Positif","informasi jadwal lokasi vaksin sinovac garut gratis"
"Netral","informasi vaksin sinovac pfizer bogor puskesmas sukajaya masyarakat"
"Netral","kkm lulus guna vaksin keluar sinovac remaja"
"Netral","alhamdulillah lepas cucuk vaksin sinovac cari self reward"
"Negatif","guna vaksin sinovac golong remaja umur benar kp kesihatan"
"Negatif","guna vaksin sinovac golong remaja umur benar kp kesihatan"
"Netral","australia buka perbatasanpenerbangan internasional vaksin sinovac masuk oz kabar"
"Positif","sdf informasi vaksin sinovac rek vaksin soale belum jelas hikd"
"Negatif","guna vaksin sinovac golong remaja umur benar"
"Netral","awal vaksin covid personil satlantas polres ngada laksana aman awal vial vaksin"
"Positif","guna vaksin keluar kalangan usia utama kepa"
"Positif","st dose astrazeneca then aefi amik nd dose sinovacso abis cerita vaksin sbb mysejahtera sah"
"Positif","kmpanye hrus vaksin unjung pngadaan untung lgsitu tim riset marketingnya sinovac"
"Positif","kkm sar guna vaksin keluar sinovac remaja utama remaja"
"Netral","jenis vaksin sinovac sinopharm"
"Positif","vaksin kelulus syarat lepas guna cominay keluar pfizerbiontech"
"Negatif","guna vaksin sinovac golong remaja umur benar"
"Positif","vaksin besuk bebas non domisili sinovac"
"Positif","arab saudi tidak terima suntik vaksin sinovac"
"Negatif","informasi vaksin covid massal bogor camat tanjungsari pakai sinovac pfizer"
"Negatif","guna vaksin sinovac golong remaja umur benar"
"Positif","vaksin kelulus syarat lepas guna cominay keluar pfizerbiontech"
"Positif","kini bersetuju kelulus syarat guna vaksin keluar sinovac lif"
"Positif","buka kak syarat pei vaksin"
"Negatif","temen ku vaksin nya beda loh bukan sinovac malas jelasin nya ah"
"Netral","whatttt orang taiwan china gamau sinovacpiye iki makasih ka"
"Netral","nyata akhbar menteri kesihatan malaysia kuasa kawal dadah pbkd bermesyuarat me"
"Netral","w sinovac vaksin beda bedaa"
"Positif","kuasa kawal dadah pbkd tuju kelulus syarat guna vaksin coronavac keluar sinov"
"Netral","vaksin sinovac"
"Netral","aing vaksin ci nya sinovac"
"Negatif","syarat vaksin covid bogor sinovac puskesmas cangkurawok besok cek info"
"Positif","butuh booster a suntik vaksin coba kelinci kitakita"
"Positif","ayo hadir gerai vaksin tni polri laksana w"
"Positif","kak maaf orang taiwan vaksin sinovac tidak"
"Positif","siswa smk islam jumo vaksin dosis babinsa koramil kedungjati u sugiyanto bhabinkamtibmas monitor"
"Netral","vaksin sinovac kurang lampau butuh booster kah malaysia mel"
"Positif","vaksinasi psi kota depok solidaritas vaksin psi kota depok vaksin sinovac dosis syarat warga in"
"Negatif","update vaksin covid bogor sinovac puskesmas cangkurawok kuota"
"Netral","sinovac yakkum bareng lansia gara otg nunggu informasi baru kalauskrg positif"
"Positif","giat vaksinasi massal masyarakat brebes gerai vaksin presisi polres brebes dosis ama d"
"Negatif","informasi vaksin covid bogor puskesmas caringin pakai sinovac pfizer kuota"
"Positif","sila daftar link sedia kuota formulir otomatis teutup"
"Positif","kapolres brebes akbp faisal febrianto sik monitoring laksana giat vaksinasi mass"
"Negatif","rumah sakit akademik ugm buka tenda vaksin gedung utara kuota vaksin sinovac dosis"
"Netral","uaf teman mana vaksin sinovac"
"Negatif","titik lokasi laksana vaksin covid bogor puskesmas pasar rebo pakai sinovac pfizer"
"Positif","jog informasi vaksin sinovac dosis udah vaksin dosis jogja gaes makasih banget"
"Negatif","update informasi vaksin covid bogor puskesmas leuwisadeng pakai sinovac"
"Netral","vaksin seling gaboleh kayak dosis sinovac dosis astrazeneca zeneca"
"Positif","panjang kanggo kancakanca brebes l sekitare vaksinasi usia kuo"
"Positif","validasi sinovac who bukti vaksin aman ruji mutu vaksin sembuh bangsa"
"Netral","daftar vaksin sinovac klinik polresta bandung jlbhayangkara soreang sil"
"Positif","usia kena covid alhamdulillah pulih"
"Negatif","anw vaksin ama pegal lebam cuy sinovac"
"Positif","sing vaksin e moderna dipadakne gendaanmu sing vaksin e gur sinovac yo tidak mlipir no sayang xixi"
"Positif","sayang skli tidak join babeh aldo behsdh tanyakah bhw jk vaksin"
"Netral","kalauseifnya vaksin sinovac coba ngechat engkoh bantu nder"
"Positif","vaksin dapat sih sinovac efek tidak ngerasai apa kek o"
"Netral","vaksin sinovac suntik warga pakai astrazaneca"
"Positif","tapi booster merk vaksin pakai kali"
"Negatif","bingungin kalauvaksin sinovac china buat virus covid dimatikanberai"
"Netral","kanggo kancakanca brebes l sekitare laksana"
"Positif","ajar smp kabupaten pasuruan terima suntik vaksin sinovac"
"Positif","akibat amuk wargaterjadi rusak posko gerai vaksin vial vaksin dosis vial va"
"Netral","sd islamic center brebes vaksinasi"
"Netral","sd islamic center brebes vaksina"
"Negatif","suami tmn vaksin sinovac lengkap kena covid tinggal"
"Netral","nder vaksin sinovac saranin jangan pergi tubuhm"
"Netral","wkwkwkwkkw manifest nuker vaksin sinovac sianjing"
"Negatif","istri vaksin ama covid sinovac dokumentasi video youtube s"
"Negatif","kalauaku kmren dosis sinovac pegal ayo rada pusing abs vaksin langsung tidak"
"Netral","orang pfizer sinovac efek tidak oknum bilang habis vaksin sakit"
"Positif","kalaubelom vaksin pilih vaksin pilih pfizer tau effectivity r"
"Netral","jarak vaksin sinovac ama sih"
"Positif","mnku sinovacpfizer vaksin sih"
"Negatif","efek moderna kalausinovac vaksin moderna syarat pergi neger sinovac"
"Netral","panjang sd islamic center"
"Negatif","kena covid mas komorbid jantung stroke alhamdulilah baikb"
"Netral","koramil tng mngdkan vaksinasi dosis jenis sinovac hlm lurah cimone jaya rangka"
"Netral","wkwkw udahh vaksin sinovac suruh moderna nunggu kesiap hati"
"Negatif","yahhh ku sinovac vaksin sinovac pergi ln vaksin bukan sinovac"
"Positif","vaksin sembuh bangsa validasi sinovac who bukti vaksin aman ruji mutu"
"Netral","lur toloong informasi vaksin sinovac teman makasiih"
"Negatif","vaksin sinovac positif masuk rumah sakit"
"Netral","hahahah bokap lucu banget en vaksin sinovac moderna katane nyg ash remaja ueueueu gemeshh"
"Negatif","oyi vaksin sinovac dosis udah tiket pedulilindungi balas khusus dom mlg"
"Netral","lur fess informasi vaksin sinovac dosis solo"
"Negatif","malaysia bekerjasama syarikat bangun vaksin covid cansino sinovac bangun vaks"
"Negatif","vaksin sinovac sok keras astrazeneca bos senggol"
"Negatif","kena covid mas komorbid jantung stroke alhamdulila"
"Netral","asma tidak vaksin sinovac kah"
"Netral","informasi vaksin sinovac dosis dongg umsfess"
"Netral","informasi vaksin dosis sinovac bekas"
"Positif","surat edar hki kemenkes vaksinasi dosis tiga nakes gu"
"Negatif","vaksin sinovac lantas positif covid vaksin sinovac"
"Positif","informasi vaksin sinovac dosis kabupaten tangerang vaksin presisi gor bonang udah tidak huhu"
"Negatif","who belanda khusus aku vaksin sinovac seifikat dapat warga indonesia"
"Netral","hubung banyak seifikat orang indonesia cantum merk dagang vaksin sinovac coronava"
"Positif","vaksin pfizer astrazeneca wilayah mustika jaya sini puskesmas mustika jaya sedia vaks"
"Positif","data tahan sinovac vaksin belum umum terima vaksin"
"Negatif","kota surabaya vaksinasi gelar lapang thor kompleks gelora pancasila target dosis va"
"Netral","program tni al wakil komando lintas laut militer kolinlamil sedia vaksin sinovac"
"Netral","daftar vaksin sinovac klinik polresta bandung jlbhayangkara soreang"
"Netral","vaksin dosis ama sinovac biofarma seifikat diprint"
"Negatif","china sumbang juta dosis vaksin covid coronavac sinovac tambah malaysia dasar persaha"
"Positif","beempat puskesmas batang kabupaten pati laksana serbu vaksinasi dosis vaksin sinovac k"
"Positif","mjb tidak jadwal vaksin dosis sinovac bina sehat emng tidak tru"
"Positif","gantung vaksin nya apaa sih kalausinovac iya wkwkw ngantuk laper"
"Negatif","pfizer doang dipake indonesia sinovac astrazeneca beahannya"
"Negatif","aljazair resmi lini produksi vaksin covid sinovac"
"Netral","kapolsek bulu akp banuari pantau cepat vaksin sinovac dosis i i sasar lansia a masyarakat"
"Netral","via vaksin sinovac dosis kaltim pos mall lembuswana link kalauada share ht"
"Negatif","china sumbang vaksin sinovac malaysia"
"Netral","berat yah minum air putih anyta dengar vaksin sinovac terminal"
"Negatif","china sumbang juta dosis vaksin covid coronavac sinovac tambah malaysia dasar pers"
"Positif","ayo hadir gerai vaksin tni polri laksana"
"Netral","ngasi orang pinter banget abis vaksin istirahat bupak jangan capek moderna e"
"Negatif","vaksin sinovac ngerasain pegal"
"Netral","smp neger kaliwungu vaksinasi rentak pesea didik tonton video jangan lupa subscribe like com"
"Netral","tt huhuuu thanks vaksin sinovac"
"Netral","vaksin sinovac dosis kaltim pos mall lembuswana link kalauada share"
"Netral","bhabinkamtibmas kalurahan ngawu bripka prima back up kanit provost aiptu parjiman sambang monitoring aksa"
"Netral","belum tingkat bor ind"
"Netral","dinkes kota kendari terima dosis vaksin sinovac buka layan"
"Positif","babinsa koramil enrekang melaksankan emantauan laksana serbu vaksin nasional pusk"
"Netral","informasi vaksin dosis jenis sinovac daerah tegal"
"Netral","via vaksin sinovac dosis kaltim pos mall lembuswana link kalauada share"
"Positif","raja bangun pelan strategik bangun vaksin negara umum perdana menteri"
"Netral","visa on arrival tidak nerima pakai vaksin sinovac fuck"
"Positif","halo sobat polri masyarakat ktp sekoharjo sapa belum vaksin klinik param"
"Netral","vaksin gtlt sinovac astrazeneca"
"Netral","vaksin sinovac dosis kaltim pos mall lembuswana link kalauada share"
"Netral","ajar ajibata parsoburan dapat vaksin sinovac dosis i"
"Positif","akang teteh sadayana punten informasi vaksin dosis ktp nya bukan bandung mana yah kalo"
"Positif","sasar vaksin dosis hari bhabinkamtibmas desa jatireja paping baping a relawan mela"
"Positif","akang teteh sadayana punten informasi vaksin dosis ktp nya bukan bandung mana yah"
"Netral","ynag sinovac moderna sinopharm habis ganti vaksin tidak"
"Netral","them boys still debating whether get asta sinovac pfizer kecuali medis tidak rekomendasi"
"Netral","emang vaksin beda beda ngasihnya sinovac iya efek pegal tang nyut nyut"
"Positif","horas medan urus daerah ikat alumni itb sumatera utara sentra vaksin bumn gelar laksana vak"
"Negatif","mjb kalausinovac enteng sih tang pegal vaksin astraz"
"Positif","akibat amuk wargaterjadi rusak posko gerai vaksin vial vaksin dosis v"
"Negatif","imunogenisitas vaksin sinovac turun persen ama kali suntik tubuh"
"Positif","yoben vaksin ee sinovac seivikat"
"Positif","ayo hadir gerai vaksin tnipolri dilakskan"
"Negatif","relevan video tambah pfizer moderna jabat percaya sinovac"
"Positif","laksana giat pam suntik vaksin vaksin jenis merek vaksin sinovac uptd puskesmas rantau"
"Positif","validasi sinovac who bukti vaksin aman ruji mutu"
"Positif","iyasih astrazeneca rem kantor vaksin astrazeneca jatah libur hari sinovac budak haha"
"Netral","beda vaksin sinovac astrazeneca informasi masyarakat daftar vaksin"
"Positif","hallo kuys belum vaksin lho vaksin rumah sakit uns dosis"
"Netral","beda vaksin sinovac astrazeneca"
"Netral","beda vaksin sinovac astrazeneca"
"Netral","vaksin ama moderna puskesmas lubuk kilang sinovac"
"Negatif","efek vaksin sinovac tidak enak badan ku sakit pegal mual"
"Netral","review vaksin sinovac dosis jarum rasa dosis"
"Netral","dok mohon saran selesai vaksin sinovac konsumsi fluoxetetine"
"Positif","serbu vaksinasi kodim pati wilayah koramil juwana capai vaksin jenis sinovac b"
"Positif","moga cepat capai herd immunity"
"Positif","anggota koramil swl serda nuryadi laksana damping giat vaksinasi covid"
"Netral","serbu vaksin covid tni wilayah koramil cluwak jenis vaksin sinovac dosis orang wa"
"Positif","kapolres brebes akbp faisal febrianto damping pju polres brebes tinjau gerai vaksinasi presisi do"
"Positif","solusi nya app halodoc sih daftar vaksin sinovac astrazeneca pfize"
"Netral","ciputra world surabaya vaksin sinovac"
"Positif","ayo ayo belum vaksin vaksin pfizer dosis sinovac dosis tol jagorawi rest area pe"
"Negatif","serbu vaksin covid tni wilayah karamil pucakwangi jenis sinovac dosis puskesmas pucakwangi i"
"Positif","informasi vaksin dosis astrazeneca tidak istri vaksin ama poltekesyo"
"Positif","wahh moga keluarga sehat keluarga alhamdulill"
"Netral","damping giat danramil babinsa koramil kayen beempat puskesmas kayen kabupaten pati"
"Negatif","vaksin dapet moderna sinovac yah iya takut mati sih h tidak banget"
"Netral","halo depok citayem raya informasi vaksin sinovac banget citayam center lgsg cus k"
"Positif","angkat tang sengaja nungguin vaksin pfizer timbang sinovac astrazeneca kabar vaksi"
"Positif","raja bangun pelan strategik bangun vaksin negara umum perdana menteri"
"Negatif","informasi vaksin dosis sinovac area malang sidoarjo pasuruan surabaya"
"Negatif","imunogenisitas vaksin sinovac turun persen ama kali suntik"
"Negatif","negara mula keluar vaksin covid bangun sinovac"
"Netral","urg sinovac gin h abis vaksin jagjag isukna laleleus pis"
"Positif","klinik udah tidak ngelayanin vaksin cari informasi vaksin pmi deket sinova"
"Positif","vaksin ama cari tidak klinik"
"Netral","kak informasi vaksin sinovac msh bdg mana"
"Netral","informasi vaksin sinovac daerah jakaa timur tolong"
"Positif","yampun abis vaksin lgsg rebah hari makan dahal sinovac dahal tidak efek sugesti"
"Netral","pgb ngadain sept vaksin sinovac"
"Positif","belum vaksin ayo rapat markas pmi kabupaten lombok timur sedia vaksin sinovac dosis dosis"
"Positif","ayo ayo belum vaksin vaksin pfizer dosis sinovac dosis tol jagorawi rest area"
"Netral","ananda smp alami sakit dada sebelah kiri pasca vaksin dosis p"
"Positif","jog vaksin gratis bawa fc ktp jenis sinovac"
"Netral","muhun cah dapat sinovac antusias banget freezer astrazeneca ponakan temen bapake"
"Positif","kesal belum vaksin daftar vaksin moderna pas cek tugas nik daftar seif"
"Negatif","negara mula keluar vaksin covid bangun sinovac"
"Netral","beneran apes deh kyknya vaksin sekolah dapet sinovac"
"Negatif","ciputra world jadwal sinovac"
"Positif","serbu vaksinasi gencar kodim bone denkesyah bone kali sasar sman"
"Negatif","sing ngomong nek jangan sok kuat nek paksin nggo sinovac kuwi cangkemee sing ra iso syukur wes nehi vaks"
"Netral","polres madiun gelar serbu vaksinasi covid dosis vaksin sinovac sip masyarakat b"
"Positif","alhamdulillah vaksin ama petugasanya kipi pasca vaksin tidak vaksin sinovac kip"
"Positif","vaksin sinovac smp halimun seifikat belum sedia cek pedulili"
"Netral","vaksin sinovac tgn kiri pegal doang"
"Positif","vaksin kakak mari mampir kakak vaksin sinovac vaksin astrazeneca zeneca dipilihpilih kakak bahas"
"Netral","vaksin sinovac"
"Netral","iya msh timbang autoimun tahun tidak flare up konsul pupu dokter"
"Positif","pesea sehat sintas gejala ringan minimal nyata sembuh belum pe"
"Positif","hallo kuys belum vaksin lho vaksin rumah sakit uns dosis"
"Positif","nemenin adik tiri vaksin nunggu positif kmrnandisini daftar online manual on the"
"Netral","jadwal vaksin covid kota cirebon sedia dosis sinovac"
"Positif","vaksin pantiwiloso vaksin sama sinovac"
"Negatif","pemerintah aljazair produksi vaksin covid kembang usaha tiongkok sinovac kapasitas"
"Netral","puri begawan vaksin dosis kook sinovac"
"Netral","bismillah vaksin sinovac"
"Negatif","mimpi dapet vaksin booster kasih sinovac bilang gamau disunt"
"Positif","informasi lokasi vaksin daerah solo dosis sinovac informasi"
"Netral","halo depok citayem raya informasi vaksin sinovac banget citayam center lgsg cus"
"Netral","republik rakyat china rrc sumbang juta dosis vaksin sinovac tambah malaysia menteri"
"Netral","tidak tanggungtanggung dosis vaksin sinovac sebar antero ngawi titik siap"
"Positif","vaksin pfizer astrazeneca wilayah mustika jaya sini puskesmas mustika jaya sedia v"
"Netral","lu vaksin sinovac astrazeneca"
"Negatif","coronavac vaksin corona sinovac moderna astrazeneca sinopharm dll"
"Positif","review vaksin sinovac tidak kaya banyak orang abis vaksin laper tang bekas suntik nya sakit terminal"
"Netral","dosis sinovac dosis ktp bebas"
"Negatif","efek vaksin sinovac pusing mata kabur gtuagak pegal lebam bekas suntik kasi makan mual d"
"Positif","habis vaksin sinovac dosis nunggu panggil perawatbuka twitter langsung baca im screamiìiiiiing acto"
"Netral","anggota polsek turi pimpin ipda j edy s puskes"
"Positif","sinovac kaya dinyek level vaksin china bukan vaksin amrik yurop ala moderna pfizer pas gelombang delta"
"Negatif","hallo sobat polri polres lampung buka gerai vaksin presisi tahap i i sinovac"
"Negatif","banget pas vaksin ama pakai sinovac"
"Netral","h temen temen na vaksin jakaa barat sinovac tidak mana tlg reply thanks"
"Netral","oohh nama vaksin pakai astrazeneca sinovac"
"Netral","vaksin dosis ama sinovac done"
"Positif","warga kota slawi antusias suntik vaksin sinovac dosis puskesmas slawi kabupaten"
"Netral","h temen temen na vaksin jakaa barat sinovac tidak mana tlg reply thanks uuu"
"Netral","vaksin mana vaksin mana wkwk nasib veteran covid nyari sinovac dosis susah"
"Negatif","kalauke eropa tau ku tidak terima vaksin sinovac sana vaksin ulang iya mimpi"
"Negatif","vaksin sinovac pfizer astrazeneca kesan cegah urang sakit mati kal"
"Positif","vaksin pakai pfizer moderna efek pakai sinovac astrazeneca ndak"
"Netral","karanganyar u purwanto babinsa desa karangmojo koramil tasikmadu laksana peng"
"Negatif","sinovac dosis ajar smk dukuhturi suntik vaksin covid"
"Netral","catat jadwal suntik vaksin sinovac pfizer dosis stadion pakansari bogor"
"Positif","pmi kabupaten klaten gelar vaksin covid jenis vaksin sinovac gratis laksana balai de"
"Netral","vaksin sinovac"
"Positif","buka daftar vaksinasi depok periode jenis vaksin sin"
"Netral","udah sih full vaksin sinovac"
"Positif","jog informasi vaksin sinovac vaksin nya y cek igtwt nya infovaksindiy belum update"
"Positif","validasi sinovac who bukti vaksin aman ruji mutu vaksin peduli keluarga"
"Netral","serbu vaksin kalurahan srimaani kapanewon piyungan kuota dosis sinovac syarat warga srimaani usia"
"Netral","en"
