"","klasifikasi","x"
"957","Netral","a.."
"1385","Negatif","relevan video tambah pfizer moderna jabat percaya sinovac"
"657","Netral","sinovac kayak tetangga vaksin bhayangkara tidak acara"
"653","Positif","pearuhan jenius tim diplomasi longterm baik"
"411","Netral","benar soalny vaksin sinovac kah"
"670","Negatif","tteh pakai vaksin astrazeneca tidak gejala kek pegal tang abis suntik sam"
"504","Negatif","yakin ckp kali"
"1377","Positif","them boys still debating whether get asta sinovac pfizer kecuali medis tidak rekomendasi"
"1400","Netral","serbu vaksin covid tni wilayah koramil cluwak jenis vaksin sinovac dosis orang wa"
"1100","Netral","asli d"
"1260","Netral","vaksin kelulus syarat lepas guna cominay keluar pfizerbiontech"
"1349","Netral","aljazair resmi lini produksi vaksin covid sinovac"
"1028","Negatif","tidak salah bpom banget belum tuju guna vaksin sinov"
"1342","Netral","daftar vaksin sinovac klinik polresta bandung jlbhayangkara soreang"
"1057","Negatif","vaksin sinovac vaksin moderna kalaua"
"688","Positif","ngomong ngomong pikir pikir syukur indonesia vaksin utama dosis banyak sinovac cerita temen s"
"239","Netral","mohon maaf orang orang vaksin pas sinovac lu vaksin biar ma"
"1102","Netral","asl"
"202","Netral","halo sahabat rumah sakit baptis batu jadwal pesea vaksin c sinovac tunda ayan dosis"
"324","Netral","vaksin sinovac oke lemesin lengan bismillah kak nakes suntik vaksin lengan"
"173","Positif","alhamdulillah vaksin dosis ama desa sebelah sinovac suami adik ipar sbg apara"
"1079","Positif","akuu asma ambil sinovac jujur vaksin ama vaksin dada kaya b"
"967","Negatif","asli pabrik vaksin kadaluarsa ijin darurat bpom d"
"1018","Negatif","kipi vaksin pfizer tidak kalah moderna gila apaa sinovac kayanyaa air tubuh w saking gabereaksinya"
"512","Negatif","sumpah vaksin moderna dapetnya mana siiiiih jwb tolong tidak vaksin sinovac m"
"637","Netral","vaksin skuyy"
"986","Netral","vaksin sinovac"
"225","Netral","halo vaksin sinovac dosis udah tidak terima kasih"
"1471","Negatif","kalauke eropa tau ku tidak terima vaksin sinovac sana vaksin ulang iya mimpi"
"775","Netral","daftar vaksin sinovac klinik polresta bandung jlbhayangkara soreang sil"
"1166","Positif","remaja usia benar ambil vaksin jenis sinovac lepas kelulus kkm"
"1148","Netral","vaksin sinovac wkwkwkwkk dapet sisa kuota dosis kampus barusan banget"
"101","Positif","hah vaksin bukan sinovac remaja sinovac"
"1243","Netral","guna vaksin sinovac golong remaja umur benar kp kesihatan"
"519","Positif","masyarakat desa dawuhan serbu vaksin sinovac"
"20","Netral","asal puskesmas nas sehat kota ambon tim tni jenis vaksin sinovac astr"
"60","Netral","gerai vaksin camat pondok gede lokasi vaksinasi balai warga sigma rw lurah jatimakmur giat vaksin p"
"193","Netral","cirebon informasi vaksin kota cirebon giat laksana abuh cirebon te"
"531","Netral","serka budi suwao babinsa krebet laksana giat komsos pemantauan vaksin dosis pesea jenis vak"
"349","Netral","orang ikut vaksin pfizer tahap orang ikut vaksin sinovac tahap ama gedung s"
"713","Netral","informasi vaksin sinovac pfizer bogor masyarakat catat lokasi"
"529","Negatif","vaksin sinovac dosis ngantukan gin emang capek sih"
"634","Negatif","suka pilihpilih vaksin hayo ngaku awalawal en nungguin vaksin a"
"69","Netral","serda kokok juang nadili babinsa desa poleng laksana giat damping serbu vaksin covid dosis l tah"
"52","Netral","vaksin sinovac vaksin indonesia simak manfaat vaksin lawan palsu vaksin"
"293","Netral","vaksin nya sinovac kak hah"
"763","Negatif","tambahin sebab demo thailand udah vaksin"
"332","Negatif","yup prancis belum aku vaksin sinovac"
"879","Negatif","rasah kakean cangkem ki asline untramentp bar vaksin sinovac wingenane kuat ilang"
"611","Netral","vaksin covid sinovac gratis sentul catat syarat tanggal"
"1476","Netral","catat jadwal suntik vaksin sinovac pfizer dosis stadion pakansari bogor"
"511","Netral","layan vaksinasi dosis sinovac vaksin ama berlaku masyarakat"
"1073","Netral","jenis vaksin sinovac"
"887","Negatif","sekedar butuh seifikat pakai sinovac tidak percaya vaksin ribet"
"1325","Netral","oyi vaksin sinovac dosis udah tiket pedulilindungi balas khusus dom mlg"
"849","Netral","informasi vaksin massal pfizer sinovac bogor sedia kuota"
"779","Netral","daftar vaksin sinovac klinik polresta bandung jlbhayangkara soreang"
"1223","Netral","kkm lulus guna vaksin keluar sinovac remaja berita hari"
"1111","Positif","dosis vaksin sinovac laksana vaksin covid pmi kabupaten sragen rab"
"1303","Negatif","akibat amuk wargaterjadi rusak posko gerai vaksin vial vaksin dosis vial va"
"845","Netral","buka jangka"
"1281","Netral","sila daftar link sedia kuota formulir otomatis teutup"
"938","Netral","babinsa koramil kms serda baiwa bakri laksana giat damping pengaw"
"405","Negatif","informasi vaksin malang ooo kak astrazeneca sinovac dosis informasi vaksin rumah clueless"
"671","Positif","vaksin tahap sinovac alhamdulillah sehat sehat"
"1481","Netral","jog informasi vaksin sinovac vaksin nya y cek igtwt nya infovaksindiy belum update"
"141","Netral","komando distrik militer sleman bekerjasama aparat kait stakeholder laksana serbu"
"1126","Negatif","vaksin nder sinovac iya laper ngantuk"
"361","Netral","jenis vaksin sinovac astrazeneca moderna"
"491","Netral","besok vaksin kabupaten bandung stadion jalak harupat gaiss dosis pakai sinovac"
"524","Netral","ketua arah kesihatan tan sri noor hisham abdullah umum bahawa kuasa ubatubatan dc"
"886","Netral","nyata akhbar menteri kesihatan kuasa kawal dadah bermesyuarat m"
"565","Negatif","oxford astrazeneca pfizer biontech moderna janssen kayak sinovac mesti udah vaksin booster dul"
"420","Netral","ayo vaksin informasi vaksin banjarmasin jadwal dosis sinovac informasi"
"720","Negatif","pesawat positif loh mas"
"901","Negatif","jangan vc sakit hahahahahahaha ngetawain gegayaan vaksin mode"
"897","Netral","sinovac ngomong ngomong kalauabis vaksin antigen hasil reaktif tidak sih"
"1474","Netral","karanganyar u purwanto babinsa desa karangmojo koramil tasikmadu laksana peng"
"1442","Netral","hallo kuys belum vaksin lho vaksin rumah sakit uns dosis"
"428","Netral","cek fakta edar kabar indonesia tipu china pakai vaksin sinovac simak fakta"
"1472","Netral","vaksin sinovac pfizer astrazeneca kesan cegah urang sakit mati kal"
"1440","Netral","iya msh timbang autoimun tahun tidak flare up konsul pupu dokter"
"1326","Netral","lur fess informasi vaksin sinovac dosis solo"
"1152","Netral","informasi vaksin banjarmasin informasi puskesmas kapur raya banjarmasin besok vaksin sinovac l"
"608","Negatif","vaksin sinovac tidak efek abis vaksin lari siklus haid mundur banget kirain positif"
"342","Netral","efektif sinovac guru guru jakaa va"
"178","Positif","situbondo antusias masyarakat situbondo serbu vaksinasi covid dosis jenis vaksin sinovac"
"1016","Netral","informasi vaksin sinovac dosis puskesmas tenjo anak usia"
"1019","Netral","informasi vaksin pfizer sinovac bogor sasar masyarakat usia"
"316","Netral","buka layan vaksin jenis sinovac halaman mako polsek kedungwaringin pkm kedungwaringin relawan va"
"1408","Netral","damping giat danramil babinsa koramil kayen beempat puskesmas kayen kabupaten pati"
"1421","Positif","yampun abis vaksin lgsg rebah hari makan dahal sinovac dahal tidak efek sugesti"
"480","Negatif","sesal pas ditawarin ibu pkm boster po mbak tidak papa nek in"
"562","Netral","ipda wasirin bhabinkamtibmas anggota laksana aman giat vaksinasi tahap vaksin jenis"
"1483","Netral","serbu vaksin kalurahan srimaani kapanewon piyungan kuota dosis sinovac syarat warga srimaani usia"
"1020","Netral","informasi vaksin dosis sinovac daerah sukamulya kabupaten tangerang bestie kalaubisa tidak mandang domisili s"
"631","Netral","vaksin sinovac"
"474","Negatif","bukan tu mentioned ramai mati sbb vaksin sinovac tk mati lak brap"
"1357","Negatif","vaksin sinovac ngerasain pegal"
"944","Negatif","vaksin sinovac lengenku kemeng mendae kenek astrazeneca"
"871","Netral","wajar vaksin ngomong ngomong sinovac"
"1272","Netral","ayo hadir gerai vaksin tni polri laksana w"
"116","Negatif","sinovac sinopharm inactivated whole virus ukur lab srbd"
"1350","Netral","kapolsek bulu akp banuari pantau cepat vaksin sinovac dosis i i sasar lansia a masyarakat"
"697","Netral","informasi vaksin dosis sinovac malang kota terimakasih"
"110","Netral","nder oot adek vaksin sinovac covid udah vaksin k"
"1159","Netral","informasi vaksin banjarmasin informasi puskesmas kapur raya banjarmasin besok vaksin sinovac bi"
"602","Negatif","yes yes kalangan tengah bawah rewel urus takut baik prevent than never k"
