"","klasifikasi","x"
"1349","Negatif","aljazair resmi lini produksi vaksin covid sinovac"
"1350","Netral","kapolsek bulu akp banuari pantau cepat vaksin sinovac dosis i i sasar lansia a masyarakat"
"1351","Netral","via vaksin sinovac dosis kaltim pos mall lembuswana link kalauada share ht"
"1352","Negatif","china sumbang vaksin sinovac malaysia"
"1353","Netral","berat yah minum air putih anyta dengar vaksin sinovac terminal"
"1354","Negatif","china sumbang juta dosis vaksin covid coronavac sinovac tambah malaysia dasar pers"
"1355","Positif","ayo hadir gerai vaksin tni polri laksana"
"1356","Netral","ngasi orang pinter banget abis vaksin istirahat bupak jangan capek moderna e"
"1358","Netral","smp neger kaliwungu vaksinasi rentak pesea didik tonton video jangan lupa subscribe like com"
"1359","Netral","tt huhuuu thanks vaksin sinovac"
"1361","Netral","bhabinkamtibmas kalurahan ngawu bripka prima back up kanit provost aiptu parjiman sambang monitoring aksa"
"1362","Netral","belum tingkat bor ind"
"1363","Netral","dinkes kota kendari terima dosis vaksin sinovac buka layan"
"1364","Positif","babinsa koramil enrekang melaksankan emantauan laksana serbu vaksin nasional pusk"
"1365","Netral","informasi vaksin dosis jenis sinovac daerah tegal"
"1366","Netral","via vaksin sinovac dosis kaltim pos mall lembuswana link kalauada share"
"1367","Positif","raja bangun pelan strategik bangun vaksin negara umum perdana menteri"
"1368","Netral","visa on arrival tidak nerima pakai vaksin sinovac fuck"
"1370","Netral","vaksin gtlt sinovac astrazeneca"
"1372","Netral","ajar ajibata parsoburan dapat vaksin sinovac dosis i"
"1373","Positif","akang teteh sadayana punten informasi vaksin dosis ktp nya bukan bandung mana yah kalo"
"1374","Positif","sasar vaksin dosis hari bhabinkamtibmas desa jatireja paping baping a relawan mela"
"1375","Positif","akang teteh sadayana punten informasi vaksin dosis ktp nya bukan bandung mana yah"
"1376","Netral","ynag sinovac moderna sinopharm habis ganti vaksin tidak"
"1378","Netral","emang vaksin beda beda ngasihnya sinovac iya efek pegal tang nyut nyut"
"1382","Negatif","imunogenisitas vaksin sinovac turun persen ama kali suntik tubuh"
"1383","Positif","yoben vaksin ee sinovac seivikat"
"1384","Positif","ayo hadir gerai vaksin tnipolri dilakskan"
"1385","Negatif","relevan video tambah pfizer moderna jabat percaya sinovac"
"1386","Positif","laksana giat pam suntik vaksin vaksin jenis merek vaksin sinovac uptd puskesmas rantau"
"1388","Positif","iyasih astrazeneca rem kantor vaksin astrazeneca jatah libur hari sinovac budak haha"
"1389","Netral","beda vaksin sinovac astrazeneca informasi masyarakat daftar vaksin"
"1392","Netral","beda vaksin sinovac astrazeneca"
"1394","Negatif","efek vaksin sinovac tidak enak badan ku sakit pegal mual"
"1395","Netral","review vaksin sinovac dosis jarum rasa dosis"
"1396","Netral","dok mohon saran selesai vaksin sinovac konsumsi fluoxetetine"
"1397","Positif","serbu vaksinasi kodim pati wilayah koramil juwana capai vaksin jenis sinovac b"
"1398","Positif","moga cepat capai herd immunity"
"1399","Positif","anggota koramil swl serda nuryadi laksana damping giat vaksinasi covid"
"1400","Netral","serbu vaksin covid tni wilayah koramil cluwak jenis vaksin sinovac dosis orang wa"
"1401","Positif","kapolres brebes akbp faisal febrianto damping pju polres brebes tinjau gerai vaksinasi presisi do"
"1402","Positif","solusi nya app halodoc sih daftar vaksin sinovac astrazeneca pfize"
"1405","Negatif","serbu vaksin covid tni wilayah karamil pucakwangi jenis sinovac dosis puskesmas pucakwangi i"
"1406","Positif","informasi vaksin dosis astrazeneca tidak istri vaksin ama poltekesyo"
"1408","Netral","damping giat danramil babinsa koramil kayen beempat puskesmas kayen kabupaten pati"
"1409","Negatif","vaksin dapet moderna sinovac yah iya takut mati sih h tidak banget"
"1410","Netral","halo depok citayem raya informasi vaksin sinovac banget citayam center lgsg cus k"
"1411","Positif","angkat tang sengaja nungguin vaksin pfizer timbang sinovac astrazeneca kabar vaksi"
"1413","Negatif","informasi vaksin dosis sinovac area malang sidoarjo pasuruan surabaya"
"1414","Negatif","imunogenisitas vaksin sinovac turun persen ama kali suntik"
"1415","Negatif","negara mula keluar vaksin covid bangun sinovac"
"1416","Netral","urg sinovac gin h abis vaksin jagjag isukna laleleus pis"
"1418","Positif","vaksin ama cari tidak klinik"
"1419","Netral","kak informasi vaksin sinovac msh bdg mana"
"1423","Positif","belum vaksin ayo rapat markas pmi kabupaten lombok timur sedia vaksin sinovac dosis dosis"
"1424","Positif","ayo ayo belum vaksin vaksin pfizer dosis sinovac dosis tol jagorawi rest area"
"1425","Netral","ananda smp alami sakit dada sebelah kiri pasca vaksin dosis p"
"1426","Positif","jog vaksin gratis bawa fc ktp jenis sinovac"
"1427","Netral","muhun cah dapat sinovac antusias banget freezer astrazeneca ponakan temen bapake"
"1428","Positif","kesal belum vaksin daftar vaksin moderna pas cek tugas nik daftar seif"
"1430","Netral","beneran apes deh kyknya vaksin sekolah dapet sinovac"
"1432","Positif","serbu vaksinasi gencar kodim bone denkesyah bone kali sasar sman"
"1433","Negatif","sing ngomong nek jangan sok kuat nek paksin nggo sinovac kuwi cangkemee sing ra iso syukur wes nehi vaks"
"1434","Netral","polres madiun gelar serbu vaksinasi covid dosis vaksin sinovac sip masyarakat b"
"1435","Positif","alhamdulillah vaksin ama petugasanya kipi pasca vaksin tidak vaksin sinovac kip"
"1436","Positif","vaksin sinovac smp halimun seifikat belum sedia cek pedulili"
"1438","Positif","vaksin kakak mari mampir kakak vaksin sinovac vaksin astrazeneca zeneca dipilihpilih kakak bahas"
"1439","Netral","vaksin sinovac"
"1440","Netral","iya msh timbang autoimun tahun tidak flare up konsul pupu dokter"
"1441","Positif","pesea sehat sintas gejala ringan minimal nyata sembuh belum pe"
"1442","Positif","hallo kuys belum vaksin lho vaksin rumah sakit uns dosis"
"1443","Positif","nemenin adik tiri vaksin nunggu positif kmrnandisini daftar online manual on the"
"1444","Netral","jadwal vaksin covid kota cirebon sedia dosis sinovac"
"1445","Positif","vaksin pantiwiloso vaksin sama sinovac"
"1446","Negatif","pemerintah aljazair produksi vaksin covid kembang usaha tiongkok sinovac kapasitas"
"1447","Netral","puri begawan vaksin dosis kook sinovac"
"1448","Netral","bismillah vaksin sinovac"
"1451","Netral","halo depok citayem raya informasi vaksin sinovac banget citayam center lgsg cus"
"1452","Netral","republik rakyat china rrc sumbang juta dosis vaksin sinovac tambah malaysia menteri"
"1453","Netral","tidak tanggungtanggung dosis vaksin sinovac sebar antero ngawi titik siap"
"1454","Positif","vaksin pfizer astrazeneca wilayah mustika jaya sini puskesmas mustika jaya sedia v"
"1455","Netral","lu vaksin sinovac astrazeneca"
"1457","Positif","review vaksin sinovac tidak kaya banyak orang abis vaksin laper tang bekas suntik nya sakit terminal"
"1458","Netral","dosis sinovac dosis ktp bebas"
"1459","Negatif","efek vaksin sinovac pusing mata kabur gtuagak pegal lebam bekas suntik kasi makan mual d"
"1461","Netral","anggota polsek turi pimpin ipda j edy s puskes"
"1462","Positif","sinovac kaya dinyek level vaksin china bukan vaksin amrik yurop ala moderna pfizer pas gelombang delta"
"1464","Negatif","banget pas vaksin ama pakai sinovac"
"1465","Netral","h temen temen na vaksin jakaa barat sinovac tidak mana tlg reply thanks"
"1466","Netral","oohh nama vaksin pakai astrazeneca sinovac"
"1467","Netral","vaksin dosis ama sinovac done"
"1468","Positif","warga kota slawi antusias suntik vaksin sinovac dosis puskesmas slawi kabupaten"
"1469","Netral","h temen temen na vaksin jakaa barat sinovac tidak mana tlg reply thanks uuu"
"1470","Netral","vaksin mana vaksin mana wkwk nasib veteran covid nyari sinovac dosis susah"
"1471","Negatif","kalauke eropa tau ku tidak terima vaksin sinovac sana vaksin ulang iya mimpi"
"1472","Negatif","vaksin sinovac pfizer astrazeneca kesan cegah urang sakit mati kal"
"1473","Positif","vaksin pakai pfizer moderna efek pakai sinovac astrazeneca ndak"
"1475","Negatif","sinovac dosis ajar smk dukuhturi suntik vaksin covid"
"1476","Netral","catat jadwal suntik vaksin sinovac pfizer dosis stadion pakansari bogor"
"1477","Positif","pmi kabupaten klaten gelar vaksin covid jenis vaksin sinovac gratis laksana balai de"
"1478","Netral","vaksin sinovac"
"1479","Positif","buka daftar vaksinasi depok periode jenis vaksin sin"
"1480","Netral","udah sih full vaksin sinovac"
"1481","Positif","jog informasi vaksin sinovac vaksin nya y cek igtwt nya infovaksindiy belum update"
"1482","Positif","validasi sinovac who bukti vaksin aman ruji mutu vaksin peduli keluarga"
"1483","Netral","serbu vaksin kalurahan srimaani kapanewon piyungan kuota dosis sinovac syarat warga srimaani usia"
"1484","Netral","en"
