"klasifikasi","x"
"Negatif","efikasi vaksin sinovac indonesia turun persen persen vaksin booster jenis vaksin c"
"Netral","informasi vaksin banjarmasin informasi puskesmas kapur raya banjarmasin besok vaksin sinovac l"
"Netral","ndes vaksin ama vaksin langsung auditorium unnes sekar jenis v"
"Negatif","teknoloji mrna punya kesan samping kuat suai golong komorbiditi sinovac l"
"Netral","tidak perluuuu kalauvaksin bawa vaksin jenis vaksin sinovac"
"Netral","pokok jarak vaksin sinovac astrazeneca"
"Netral","feeling engkuk masuk kabupaten s iki ng malang"
"Netral","vaksin semarang jenis sinovac"
"Netral","informasi vaksin banjarmasin informasi puskesmas kapur raya banjarmasin besok vaksin sinovac bi"
"Negatif","ko seremm vaksin sinovac"
"Positif","australia izin vaksin sinovac covishield syarat masuk a jalan internasional"
"Positif","vaksin sinovac lulus remaja usia via"
"Positif","attention korang yassss its resmi vaksin sinovac kat remaja umur"
"Negatif","baik vaksin lengkap negara arab saudi terima vaksin sinovac"
"Netral","juru bicara vaksinasi covid siti nadia tarmizi tanggap isu turun efikasi vaksin sinovac pasca"
"Positif","remaja usia benar ambil vaksin jenis sinovac lepas kelulus kkm"
"Netral","jog informasi vaksin dosis sinovac dosis d jogja jadwal dosis nya besok"
"Netral","lokasi vaksin covid sinovac gratis solo"
"Netral","juru bicara vaksinasi covid siti nadia tarmizi tanggap isu turun efikasi vaksin sinovac p"
"Positif","kkm lulus vaksin sinovac remaja"
"Positif","guna vaksin keluar kalangan usia utama remaja"
"Netral","anak udah tiket vaksin app tidak mana vaksin nya cek nya d"
"Netral","yogyakaa lapas narkotika kelas iia yogyakaa gelar vaksinasi merdeka tahap giat vaksinasi covid"
"Netral","rapopo vaksin sinovac timbang astrazeneca daihatsu opo moderna modarne"
"Netral","kelulus vaksin sinovac golong umur lepas mesyuarat kuasa kawala"
"Netral","juru bicara vaksinasi covid siti nadia tarmizi tanggap isu turun efikasi vaksin sinovac pasca sun"
"Netral","jangan lupa ambil vaksin adikadik"
"Positif","raja lulus vaksin sinovac remaja"
"Netral","sinovac dosis ajar smk dukuhturi suntik vaksin covid"
"Netral","kkm lulus guna vaksin coronavac keluar sinovac life sciences co ltd china golong usia terminal"
"Netral","daftar vaksin sinovac klinik polresta bandung jlbhayangkara soreang silahka"
"Negatif","copid tidak jrx vaksin sinovac"
"Netral","vaksin pfizer sinovac bagus"
"Netral","ayo hadir gerai vaksin tni polri laksana"
"Positif","kkm bersetuju kelulus syarat guna vaksin coronavac keluar sinovac life scienc"
"Negatif","umur tau udah vaksin kali tinggal"
"Negatif","eitss vaksin sinovac langka"
"Positif","remaja usia benar ambil vaksin jenis sinovac lepas kelulus kkm"
"Negatif","insya allah aman rey abis vaksin sinovac reakainya ngantuk banget laperan banget"
"Positif","pbkd sar guna sinovac kalangan remaja usia utama"
"Positif","pbkd sar guna sinovac kalangan remaja usia"
"Netral","imunisasi covid guna vaksin coronavac keluar sinovac life sciences co ltd china pharmaniaga life"
"Netral","walah sby kota moga dapet deh yak pas vaksin pakai pfizer"
"Netral","udah tetangga update vaksin sedia puskesmas dekat rumah sinovac"
"Negatif","efikasi vaksin sinovac indonesia turun persen persen vaksin booster jenis v"
"Negatif","wow lepas gomen approved sinovac budak orang booking beli vaksin anak"
"Netral","jangan lupa ambil vaksin adikadik"
"Positif","mesyuarat kuasa kawal dadah kelulus syarat guna vaksin keluar sinovac remaja be"
"Positif","ketua arah kesihatan tan sri noor hisham abdullah perkara dipersetujui mesyuarat kuasa k"
"Netral","ayo buru vaksin belum dosis pfizer dosis vaksin"
"Netral","belum vaksin dosis dosis lewat dosis sinovac astrazeneca zeneca t"
"Netral","kalauchip gin vaksin sih serius na mak kalausinovac kayak tidak deh"
"Netral","informasi vaksin covid bogor sinovac dosis puskesmas nanggung"
"Positif","ketua arah kesihatan tan sri noor hisham abdullah perkara dipersetujui mesyuarat"
"Negatif","sik vaksin sinovac rasah kancani"
"Netral","menteri kesihatan malaysia kkm lulus guna coronavac keluar sinovac life science"
"Positif","u budiw babinsa koramil kemiri damping suntik vaksin sinovac tenaga sehat"
"Positif","vaksin dosis done dosis sinovac dosis covid alami dosis moderna iship im comingggg"
"Netral","update vaksin covid bogor sinovac dosis puskesmas nanggung anak usia"
"Negatif","jangan sok keras vaksin nya sinovac vaksin jonivac suntik nya gede kenyal enak l"
"Netral","teman teman tugas wawancara kriteria belum vaksin sinovac"
"Netral","guna vaksin coronavac keluar sinovac life sciences co ltd china pharmaniaga lifesciences sdn bhd ma"
"Netral","ayo hadir gerai vaksin tni polri laksana"
"Positif","raja lulus guna vaksin sinovac remaja malaysianow"
"Netral","pbkd sar guna vaksin coronavac kalangan remaja usia d"
"Netral","bgr vaksinasi grastis warga bogor daftar online langsung dosis khu"
"Netral","bgr vaksinasi grastis warga bogor daftar online langsung dosis"
"Positif","adik adik jangan takut ambil vaksin kena gigit semut je"
"Positif","guna vaksin sinovac golong remaja umur benar kp kesihatan sumber"
"Netral","maksimal vaksin ama kalausinovac moderna maksimal kalauastrazeneca"
"Netral","situbondo gencar semangat serbu vaksinasi covid dosis kodim situbondo jenis vaksin"
"Negatif","iya benar emang efek vaksin sinovac laper"
"Netral","kkm lulus guna vaksin keluar sinovac remaja berita hari"
"Netral","mb docni rame d paksa vaksingmn mb doc bsok jdwal vaksi data sruh ngisi"
"Positif","pfizer vaksin utama program pick remaja vaksin sinovac ditawarkan re"
"Netral","informasi vaksin sinovac pfizer bogor puskesmas ciseeng dosis kuota"
"Netral","vaksin sinovac china indonesia vaksin sinopal"
"Positif","menteri kesihatan malaysia kkm bersetuju kelulus syarat guna vaksin coronavac k"
"Positif","kkm bersetuju kelulus syarat guna vaksin coronavac keluar sinovac life sciences co lt"
"Netral","ayo vaksin moderna dosis astrazeneca dosis sinovac dosis biddokkes polda kepri kepri"
"Negatif","kali doo nk t cgu mksud lancau curious pon vaksin sinovac senng skit nk score nnti"
"Positif","vaksin keluar sinovac lulus remaja"
"Positif","kkm lulus vaksin sinovac remaja"
"Netral","sinovac udah langsung belum seifikat vaksin nya"
"Positif","kini bersetuju kelulus syarat guna vaksin keluar sinovac life scie"
"Negatif","vaksin moderna takut after effectsnya sinovac kali"
"Positif","lulus vaksin remaja"
"Positif","tu janji budak sekolah nak vaksin dghisham cakap remaja"
"Netral","informasi jadwal lokasi vaksin sinovac garut gratis"
"Netral","informasi vaksin sinovac pfizer bogor puskesmas sukajaya masyarakat"
"Netral","kkm lulus guna vaksin keluar sinovac remaja"
"Positif","alhamdulillah lepas cucuk vaksin sinovac cari self reward"
"Netral","guna vaksin sinovac golong remaja umur benar kp kesihatan"
"Netral","guna vaksin sinovac golong remaja umur benar kp kesihatan"
"Positif","australia buka perbatasanpenerbangan internasional vaksin sinovac masuk oz kabar"
"Netral","sdf informasi vaksin sinovac rek vaksin soale belum jelas hikd"
"Netral","guna vaksin sinovac golong remaja umur benar"
"Netral","awal vaksin covid personil satlantas polres ngada laksana aman awal vial vaksin"
"Netral","guna vaksin keluar kalangan usia utama kepa"
"Netral","st dose astrazeneca then aefi amik nd dose sinovacso abis cerita vaksin sbb mysejahtera sah"
"Negatif","kmpanye hrus vaksin unjung pngadaan untung lgsitu tim riset marketingnya sinovac"
"Netral","kkm sar guna vaksin keluar sinovac remaja utama remaja"
"Netral","jenis vaksin sinovac sinopharm"
"Netral","vaksin kelulus syarat lepas guna cominay keluar pfizerbiontech"
"Negatif","guna vaksin sinovac golong remaja umur benar"
"Netral","vaksin besuk bebas non domisili sinovac"
"Negatif","arab saudi tidak terima suntik vaksin sinovac"
"Netral","informasi vaksin covid massal bogor camat tanjungsari pakai sinovac pfizer"
"Netral","guna vaksin sinovac golong remaja umur benar"
"Netral","vaksin kelulus syarat lepas guna cominay keluar pfizerbiontech"
"Positif","kini bersetuju kelulus syarat guna vaksin keluar sinovac lif"
"Netral","buka kak syarat pei vaksin"
"Negatif","temen ku vaksin nya beda loh bukan sinovac malas jelasin nya ah"
"Negatif","whatttt orang taiwan china gamau sinovacpiye iki makasih ka"
"Netral","nyata akhbar menteri kesihatan malaysia kuasa kawal dadah pbkd bermesyuarat me"
"Netral","w sinovac vaksin beda bedaa"
"Positif","kuasa kawal dadah pbkd tuju kelulus syarat guna vaksin coronavac keluar sinov"
"Positif","vaksin sinovac"
"Negatif","aing vaksin ci nya sinovac"
"Netral","syarat vaksin covid bogor sinovac puskesmas cangkurawok besok cek info"
"Negatif","butuh booster a suntik vaksin coba kelinci kitakita"
"Netral","ayo hadir gerai vaksin tni polri laksana w"
"Netral","kak maaf orang taiwan vaksin sinovac tidak"
"Netral","siswa smk islam jumo vaksin dosis babinsa koramil kedungjati u sugiyanto bhabinkamtibmas monitor"
"Negatif","vaksin sinovac kurang lampau butuh booster kah malaysia mel"
"Netral","vaksinasi psi kota depok solidaritas vaksin psi kota depok vaksin sinovac dosis syarat warga in"
"Netral","update vaksin covid bogor sinovac puskesmas cangkurawok kuota"
"Positif","sinovac yakkum bareng lansia gara otg nunggu informasi baru kalauskrg positif"
"Netral","giat vaksinasi massal masyarakat brebes gerai vaksin presisi polres brebes dosis ama d"
"Netral","informasi vaksin covid bogor puskesmas caringin pakai sinovac pfizer kuota"
"Netral","sila daftar link sedia kuota formulir otomatis teutup"
"Netral","kapolres brebes akbp faisal febrianto sik monitoring laksana giat vaksinasi mass"
"Netral","rumah sakit akademik ugm buka tenda vaksin gedung utara kuota vaksin sinovac dosis"
"Netral","uaf teman mana vaksin sinovac"
"Netral","titik lokasi laksana vaksin covid bogor puskesmas pasar rebo pakai sinovac pfizer"
"Netral","jog informasi vaksin sinovac dosis udah vaksin dosis jogja gaes makasih banget"
"Netral","update informasi vaksin covid bogor puskesmas leuwisadeng pakai sinovac"
"Netral","vaksin seling gaboleh kayak dosis sinovac dosis astrazeneca zeneca"
"Netral","panjang kanggo kancakanca brebes l sekitare vaksinasi usia kuo"
"Positif","validasi sinovac who bukti vaksin aman ruji mutu vaksin sembuh bangsa"
"Netral","daftar vaksin sinovac klinik polresta bandung jlbhayangkara soreang sil"
"Positif","usia kena covid alhamdulillah pulih"
"Negatif","anw vaksin ama pegal lebam cuy sinovac"
"Negatif","sing vaksin e moderna dipadakne gendaanmu sing vaksin e gur sinovac yo tidak mlipir no sayang xixi"
"Netral","sayang skli tidak join babeh aldo behsdh tanyakah bhw jk vaksin"
"Netral","kalauseifnya vaksin sinovac coba ngechat engkoh bantu nder"
"Positif","vaksin dapat sih sinovac efek tidak ngerasai apa kek o"
"Negatif","vaksin sinovac suntik warga pakai astrazaneca"
"Netral","tapi booster merk vaksin pakai kali"
"Negatif","bingungin kalauvaksin sinovac china buat virus covid dimatikanberai"
"Netral","kanggo kancakanca brebes l sekitare laksana"
"Positif","ajar smp kabupaten pasuruan terima suntik vaksin sinovac"
"Negatif","akibat amuk wargaterjadi rusak posko gerai vaksin vial vaksin dosis vial va"
"Netral","sd islamic center brebes vaksinasi"
"Netral","sd islamic center brebes vaksina"
"Negatif","suami tmn vaksin sinovac lengkap kena covid tinggal"
"Netral","nder vaksin sinovac saranin jangan pergi tubuhm"
"Negatif","wkwkwkwkkw manifest nuker vaksin sinovac sianjing"
"Netral","istri vaksin ama covid sinovac dokumentasi video youtube s"
"Negatif","kalauaku kmren dosis sinovac pegal ayo rada pusing abs vaksin langsung tidak"
"Negatif","orang pfizer sinovac efek tidak oknum bilang habis vaksin sakit"
"Positif","kalaubelom vaksin pilih vaksin pilih pfizer tau effectivity r"
"Netral","jarak vaksin sinovac ama sih"
"Positif","mnku sinovacpfizer vaksin sih"
"Negatif","efek moderna kalausinovac vaksin moderna syarat pergi neger sinovac"
"Netral","panjang sd islamic center"
"Positif","kena covid mas komorbid jantung stroke alhamdulilah baikb"
"Netral","koramil tng mngdkan vaksinasi dosis jenis sinovac hlm lurah cimone jaya rangka"
"Netral","wkwkw udahh vaksin sinovac suruh moderna nunggu kesiap hati"
"Negatif","yahhh ku sinovac vaksin sinovac pergi ln vaksin bukan sinovac"
"Positif","vaksin sembuh bangsa validasi sinovac who bukti vaksin aman ruji mutu"
"Netral","lur toloong informasi vaksin sinovac teman makasiih"
"Negatif","vaksin sinovac positif masuk rumah sakit"
"Positif","hahahah bokap lucu banget en vaksin sinovac moderna katane nyg ash remaja ueueueu gemeshh"
"Netral","oyi vaksin sinovac dosis udah tiket pedulilindungi balas khusus dom mlg"
"Netral","lur fess informasi vaksin sinovac dosis solo"
"Positif","malaysia bekerjasama syarikat bangun vaksin covid cansino sinovac bangun vaks"
"Negatif","vaksin sinovac sok keras astrazeneca bos senggol"
"Positif","kena covid mas komorbid jantung stroke alhamdulila"
"Netral","asma tidak vaksin sinovac kah"
"Netral","informasi vaksin sinovac dosis dongg umsfess"
"Netral","informasi vaksin dosis sinovac bekas"
"Netral","surat edar hki kemenkes vaksinasi dosis tiga nakes gu"
"Netral","vaksin sinovac lantas positif covid vaksin sinovac"
"Netral","informasi vaksin sinovac dosis kabupaten tangerang vaksin presisi gor bonang udah tidak huhu"
"Positif","who belanda khusus aku vaksin sinovac seifikat dapat warga indonesia"
"Netral","hubung banyak seifikat orang indonesia cantum merk dagang vaksin sinovac coronava"
"Netral","vaksin pfizer astrazeneca wilayah mustika jaya sini puskesmas mustika jaya sedia vaks"
"Negatif","data tahan sinovac vaksin belum umum terima vaksin"
"Netral","kota surabaya vaksinasi gelar lapang thor kompleks gelora pancasila target dosis va"
"Netral","program tni al wakil komando lintas laut militer kolinlamil sedia vaksin sinovac"
"Netral","daftar vaksin sinovac klinik polresta bandung jlbhayangkara soreang"
"Netral","vaksin dosis ama sinovac biofarma seifikat diprint"
"Positif","china sumbang juta dosis vaksin covid coronavac sinovac tambah malaysia dasar persaha"
"Netral","beempat puskesmas batang kabupaten pati laksana serbu vaksinasi dosis vaksin sinovac k"
"Netral","mjb tidak jadwal vaksin dosis sinovac bina sehat emng tidak tru"
"Negatif","gantung vaksin nya apaa sih kalausinovac iya wkwkw ngantuk laper"
"Netral","pfizer doang dipake indonesia sinovac astrazeneca beahannya"
"Netral","aljazair resmi lini produksi vaksin covid sinovac"
"Netral","kapolsek bulu akp banuari pantau cepat vaksin sinovac dosis i i sasar lansia a masyarakat"
"Netral","via vaksin sinovac dosis kaltim pos mall lembuswana link kalauada share ht"
"Positif","china sumbang vaksin sinovac malaysia"
"Netral","berat yah minum air putih anyta dengar vaksin sinovac terminal"
"Positif","china sumbang juta dosis vaksin covid coronavac sinovac tambah malaysia dasar pers"
"Netral","ayo hadir gerai vaksin tni polri laksana"
"Negatif","ngasi orang pinter banget abis vaksin istirahat bupak jangan capek moderna e"
"Negatif","vaksin sinovac ngerasain pegal"
"Netral","smp neger kaliwungu vaksinasi rentak pesea didik tonton video jangan lupa subscribe like com"
"Netral","tt huhuuu thanks vaksin sinovac"
"Netral","vaksin sinovac dosis kaltim pos mall lembuswana link kalauada share"
"Netral","bhabinkamtibmas kalurahan ngawu bripka prima back up kanit provost aiptu parjiman sambang monitoring aksa"
"Netral","belum tingkat bor ind"
"Netral","dinkes kota kendari terima dosis vaksin sinovac buka layan"
"Netral","babinsa koramil enrekang melaksankan emantauan laksana serbu vaksin nasional pusk"
"Netral","informasi vaksin dosis jenis sinovac daerah tegal"
"Netral","via vaksin sinovac dosis kaltim pos mall lembuswana link kalauada share"
"Positif","raja bangun pelan strategik bangun vaksin negara umum perdana menteri"
"Negatif","visa on arrival tidak nerima pakai vaksin sinovac fuck"
"Netral","halo sobat polri masyarakat sekoharjo sapa belum vaksin klinik param"
"Netral","vaksin gtlt sinovac astrazeneca"
"Netral","vaksin sinovac dosis kaltim pos mall lembuswana link kalauada share"
"Netral","ajar ajibata parsoburan dapat vaksin sinovac dosis i"
"Netral","akang teteh sadayana punten informasi vaksin dosis nya bukan bandung mana yah kalo"
"Netral","sasar vaksin dosis hari bhabinkamtibmas desa jatireja paping baping a relawan mela"
"Netral","akang teteh sadayana punten informasi vaksin dosis nya bukan bandung mana yah"
"Netral","ynag sinovac moderna sinopharm habis ganti vaksin tidak"
"Positif","them boys still debating whether get asta sinovac pfizer kecuali medis tidak rekomendasi"
"Negatif","emang vaksin beda beda ngasihnya sinovac iya efek pegal tang nyut nyut"
"Positif","horas medan urus daerah ikat alumni itb sumatera utara sentra vaksin bumn gelar laksana vak"
"Negatif","mjb kalausinovac enteng sih tang pegal vaksin astraz"
"Negatif","akibat amuk wargaterjadi rusak posko gerai vaksin vial vaksin dosis v"
"Negatif","imunogenisitas vaksin sinovac turun persen ama kali suntik tubuh"
"Positif","yoben vaksin ee sinovac seivikat"
"Netral","ayo hadir gerai vaksin tnipolri dilakskan"
"Negatif","relevan video tambah pfizer moderna jabat percaya sinovac"
"Netral","laksana giat pam suntik vaksin vaksin jenis merek vaksin sinovac uptd puskesmas rantau"
"Positif","validasi sinovac who bukti vaksin aman ruji mutu"
"Positif","iyasih astrazeneca rem kantor vaksin astrazeneca jatah libur hari sinovac budak haha"
"Netral","beda vaksin sinovac astrazeneca informasi masyarakat daftar vaksin"
"Netral","hallo kuys belum vaksin lho vaksin rumah sakit uns dosis"
"Netral","beda vaksin sinovac astrazeneca"
"Netral","beda vaksin sinovac astrazeneca"
"Netral","vaksin ama moderna puskesmas lubuk kilang sinovac"
"Negatif","efek vaksin sinovac tidak enak badan ku sakit pegal mual"
"Negatif","review vaksin sinovac dosis jarum rasa dosis"
"Netral","dok mohon saran selesai vaksin sinovac konsumsi fluoxetetine"
"Netral","serbu vaksinasi kodim pati wilayah koramil juwana capai vaksin jenis sinovac b"
"Positif","moga cepat capai herd immunity"
"Netral","anggota koramil swl serda nuryadi laksana damping giat vaksinasi covid"
"Netral","serbu vaksin covid tni wilayah koramil cluwak jenis vaksin sinovac dosis orang wa"
"Netral","kapolres brebes akbp faisal febrianto damping pju polres brebes tinjau gerai vaksinasi presisi do"
"Positif","solusi nya app halodoc sih daftar vaksin sinovac astrazeneca pfize"
"Netral","ciputra world surabaya vaksin sinovac"
"Netral","ayo ayo belum vaksin vaksin pfizer dosis sinovac dosis tol jagorawi rest area pe"
"Netral","serbu vaksin covid tni wilayah karamil pucakwangi jenis sinovac dosis puskesmas pucakwangi i"
"Netral","informasi vaksin dosis astrazeneca tidak istri vaksin ama poltekesyo"
"Positif","wahh moga keluarga sehat keluarga alhamdulill"
"Netral","damping giat danramil babinsa koramil kayen beempat puskesmas kayen kabupaten pati"
"Negatif","vaksin dapet moderna sinovac yah iya takut mati sih h tidak banget"
"Netral","halo depok citayem raya informasi vaksin sinovac banget citayam center lgsg cus k"
"Negatif","angkat tang sengaja nungguin vaksin pfizer timbang sinovac astrazeneca kabar vaksi"
"Positif","raja bangun pelan strategik bangun vaksin negara umum perdana menteri"
"Netral","informasi vaksin dosis sinovac area malang sidoarjo pasuruan surabaya"
"Negatif","imunogenisitas vaksin sinovac turun persen ama kali suntik"
"Netral","negara mula keluar vaksin covid bangun sinovac"
"Negatif","urg sinovac gin h abis vaksin jagjag isukna laleleus pis"
"Netral","klinik udah tidak ngelayanin vaksin cari informasi vaksin pmi deket sinova"
"Netral","vaksin ama cari tidak klinik"
"Netral","kak informasi vaksin sinovac msh bdg mana"
"Netral","informasi vaksin sinovac daerah jakaa timur tolong"
"Positif","yampun abis vaksin lgsg rebah hari makan dahal sinovac dahal tidak efek sugesti"
"Netral","pgb ngadain sept vaksin sinovac"
"Netral","belum vaksin ayo rapat markas pmi kabupaten lombok timur sedia vaksin sinovac dosis dosis"
"Netral","ayo ayo belum vaksin vaksin pfizer dosis sinovac dosis tol jagorawi rest area"
"Negatif","ananda smp alami sakit dada sebelah kiri pasca vaksin dosis p"
"Netral","jog vaksin gratis bawa fc jenis sinovac"
"Positif","muhun cah dapat sinovac antusias banget freezer astrazeneca ponakan temen bapake"
"Negatif","kesal belum vaksin daftar vaksin moderna pas cek tugas nik daftar seif"
"Netral","negara mula keluar vaksin covid bangun sinovac"
"Negatif","beneran apes deh kyknya vaksin sekolah dapet sinovac"
"Netral","ciputra world jadwal sinovac"
"Netral","serbu vaksinasi gencar kodim bone denkesyah bone kali sasar sman"
"Negatif","sing ngomong nek jangan sok kuat nek paksin nggo sinovac kuwi cangkemee sing ra iso syukur wes nehi vaks"
"Netral","polres madiun gelar serbu vaksinasi covid dosis vaksin sinovac sip masyarakat b"
"Positif","alhamdulillah vaksin ama petugasanya kipi pasca vaksin tidak vaksin sinovac kip"
"Negatif","vaksin sinovac smp halimun seifikat belum sedia cek pedulili"
"Negatif","vaksin sinovac tgn kiri pegal doang"
"Netral","vaksin kakak mari mampir kakak vaksin sinovac vaksin astrazeneca zeneca dipilihpilih kakak bahas"
"Netral","vaksin sinovac"
"Netral","iya msh timbang autoimun tahun tidak flare up konsul pupu dokter"
"Positif","pesea sehat sintas gejala ringan minimal nyata sembuh belum pe"
"Netral","hallo kuys belum vaksin lho vaksin rumah sakit uns dosis"
"Netral","nemenin adik tiri vaksin nunggu positif kmrnandisini daftar online manual on the"
"Netral","jadwal vaksin covid kota cirebon sedia dosis sinovac"
"Netral","vaksin pantiwiloso vaksin sama sinovac"
"Positif","pemerintah aljazair produksi vaksin covid kembang usaha tiongkok sinovac kapasitas"
"Netral","puri begawan vaksin dosis kook sinovac"
"Positif","bismillah vaksin sinovac"
"Negatif","mimpi dapet vaksin booster kasih sinovac bilang gamau disunt"
"Netral","informasi lokasi vaksin daerah solo dosis sinovac informasi"
"Netral","halo depok citayem raya informasi vaksin sinovac banget citayam center lgsg cus"
"Positif","republik rakyat china rrc sumbang juta dosis vaksin sinovac tambah malaysia menteri"
"Positif","tidak tanggungtanggung dosis vaksin sinovac sebar antero ngawi titik siap"
"Netral","vaksin pfizer astrazeneca wilayah mustika jaya sini puskesmas mustika jaya sedia v"
"Netral","lu vaksin sinovac astrazeneca"
"Netral","coronavac vaksin corona sinovac moderna astrazeneca sinopharm dll"
"Negatif","review vaksin sinovac tidak kaya banyak orang abis vaksin laper tang bekas suntik nya sakit terminal"
"Netral","dosis sinovac dosis bebas"
"Negatif","efek vaksin sinovac pusing mata kabur gtuagak pegal lebam bekas suntik kasi makan mual d"
"Negatif","habis vaksin sinovac dosis nunggu panggil perawatbuka twitter langsung baca im screamiìiiiiing acto"
"Netral","anggota polsek turi pimpin ipda j edy s puskes"
"Negatif","sinovac kaya dinyek level vaksin china bukan vaksin amrik yurop ala moderna pfizer pas gelombang delta"
"Netral","hallo sobat polri polres lampung buka gerai vaksin presisi tahap i i sinovac"
"Netral","banget pas vaksin ama pakai sinovac"
"Netral","h temen temen na vaksin jakaa barat sinovac tidak mana tlg reply thanks"
"Netral","oohh nama vaksin pakai astrazeneca sinovac"
"Positif","vaksin dosis ama sinovac done"
"Netral","warga kota slawi antusias suntik vaksin sinovac dosis puskesmas slawi kabupaten"
"Netral","h temen temen na vaksin jakaa barat sinovac tidak mana tlg reply thanks uuu"
"Negatif","vaksin mana vaksin mana wkwk nasib veteran covid nyari sinovac dosis susah"
"Negatif","kalauke eropa tau ku tidak terima vaksin sinovac sana vaksin ulang iya mimpi"
"Netral","vaksin sinovac pfizer astrazeneca kesan cegah urang sakit mati kal"
"Positif","vaksin pakai pfizer moderna efek pakai sinovac astrazeneca ndak"
"Netral","karanganyar u purwanto babinsa desa karangmojo koramil tasikmadu laksana peng"
"Netral","sinovac dosis ajar smk dukuhturi suntik vaksin covid"
"Netral","catat jadwal suntik vaksin sinovac pfizer dosis stadion pakansari bogor"
"Netral","pmi kabupaten klaten gelar vaksin covid jenis vaksin sinovac gratis laksana balai de"
"Netral","vaksin sinovac"
"Netral","buka daftar vaksinasi depok periode jenis vaksin sin"
"Positif","udah sih full vaksin sinovac"
"Netral","jog informasi vaksin sinovac vaksin nya y cek igtwt nya infovaksindiy belum update"
"Positif","validasi sinovac who bukti vaksin aman ruji mutu vaksin peduli keluarga"
"Netral","serbu vaksin kalurahan srimaani kapanewon piyungan kuota dosis sinovac syarat warga srimaani usia"
"Netral","en"
